cohort,keeper,team,goal_kick,pressure,target_zone,target_identifiable_n,all_action_n,target_coverage,zone_n,zone_share_identifiable,retention,xR,value,central_6_zone_proxy
PL1516,Adam Federici,AFC Bournemouth,False,FREE,LONG_CENTRAL,87,93,0.9354838709677419,2,0.022988505747126436,0.0,0.627882467735419,-0.005565296794003395,CENTRAL_ZONE_PROXY_ONLY
PL1516,Adam Federici,AFC Bournemouth,False,FREE,LONG_LEFT,87,93,0.9354838709677419,3,0.034482758620689655,1.0,0.6767374340326899,-0.0038756688985902253,NO
PL1516,Adam Federici,AFC Bournemouth,False,FREE,LONG_RIGHT,87,93,0.9354838709677419,15,0.1724137931034483,0.6666666666666666,0.6389955451243399,-0.005920795383615218,NO
PL1516,Adam Federici,AFC Bournemouth,False,FREE,MEDIUM_CENTRAL,87,93,0.9354838709677419,3,0.034482758620689655,1.0,0.6619564353287225,-0.005113233350835626,CENTRAL_ZONE_PROXY_ONLY
PL1516,Adam Federici,AFC Bournemouth,False,FREE,MEDIUM_LEFT,87,93,0.9354838709677419,7,0.08045977011494253,1.0,0.7391668562966122,-0.003306934061441366,NO
PL1516,Adam Federici,AFC Bournemouth,False,FREE,MEDIUM_RIGHT,87,93,0.9354838709677419,6,0.06896551724137931,0.6666666666666666,0.7001082593742529,-0.005016783135531381,NO
PL1516,Adam Federici,AFC Bournemouth,False,FREE,SHORT_CENTRAL,87,93,0.9354838709677419,17,0.19540229885057472,1.0,0.818867849526318,-0.0025158911364383876,CENTRAL_ZONE_PROXY_ONLY
PL1516,Adam Federici,AFC Bournemouth,False,FREE,SHORT_LEFT,87,93,0.9354838709677419,14,0.16091954022988506,1.0,0.7596868848627573,-0.004233831348013239,NO
PL1516,Adam Federici,AFC Bournemouth,False,FREE,SHORT_RIGHT,87,93,0.9354838709677419,19,0.21839080459770116,1.0,0.77430172687953,-0.0023566890428095362,NO
PL1516,Adam Federici,AFC Bournemouth,False,FREE,VERY_LONG_RIGHT,87,93,0.9354838709677419,1,0.011494252873563218,0.0,0.6071428571428571,-0.005917087417647397,NO
PL1516,Adam Federici,AFC Bournemouth,False,PRESSURED,LONG_LEFT,6,8,0.75,4,0.6666666666666666,0.0,0.5132907616501315,-0.010538962039312486,NO
PL1516,Adam Federici,AFC Bournemouth,False,PRESSURED,LONG_RIGHT,6,8,0.75,1,0.16666666666666666,1.0,0.5346534653465346,-0.00487173988225865,NO
PL1516,Adam Federici,AFC Bournemouth,False,PRESSURED,MEDIUM_RIGHT,6,8,0.75,1,0.16666666666666666,1.0,0.5269461077844312,-0.0041141885432705305,NO
PL1516,Adam Federici,AFC Bournemouth,True,FREE,LONG_CENTRAL,25,29,0.8620689655172413,5,0.2,0.6,0.6549181914426627,-0.0023960321452802294,CENTRAL_ZONE_PROXY_ONLY
PL1516,Adam Federici,AFC Bournemouth,True,FREE,LONG_LEFT,25,29,0.8620689655172413,5,0.2,0.8,0.6090985346930737,-0.004355819272416439,NO
PL1516,Adam Federici,AFC Bournemouth,True,FREE,LONG_RIGHT,25,29,0.8620689655172413,9,0.36,0.7777777777777778,0.644479621650442,-0.003039736345787156,NO
PL1516,Adam Federici,AFC Bournemouth,True,FREE,MEDIUM_LEFT,25,29,0.8620689655172413,1,0.04,1.0,0.5770392749244712,-0.00387296300674645,NO
PL1516,Adam Federici,AFC Bournemouth,True,FREE,SHORT_CENTRAL,25,29,0.8620689655172413,2,0.08,1.0,0.6094961293248033,-0.004982557987369926,CENTRAL_ZONE_PROXY_ONLY
PL1516,Adam Federici,AFC Bournemouth,True,FREE,SHORT_LEFT,25,29,0.8620689655172413,1,0.04,1.0,0.6419529837251357,-0.004369580619818196,NO
PL1516,Adam Federici,AFC Bournemouth,True,FREE,VERY_LONG_CENTRAL,25,29,0.8620689655172413,1,0.04,1.0,0.6530612244897959,-0.0021061328355420775,CENTRAL_ZONE_PROXY_ONLY
PL1516,Adam Federici,AFC Bournemouth,True,FREE,VERY_LONG_LEFT,25,29,0.8620689655172413,1,0.04,0.0,0.5813953488372093,-0.003749049036081158,NO
PL1516,Adrián San Miguel del Castillo,West Ham United,False,FREE,LONG_CENTRAL,535,632,0.8465189873417721,83,0.15514018691588785,0.5060240963855421,0.6227653717425535,-0.0060643755080724,CENTRAL_ZONE_PROXY_ONLY
PL1516,Adrián San Miguel del Castillo,West Ham United,False,FREE,LONG_LEFT,535,632,0.8465189873417721,56,0.10467289719626169,0.6071428571428571,0.6779456079079341,-0.005204549364034098,NO
PL1516,Adrián San Miguel del Castillo,West Ham United,False,FREE,LONG_RIGHT,535,632,0.8465189873417721,75,0.14018691588785046,0.5733333333333334,0.6372984009806979,-0.006051583123850207,NO
PL1516,Adrián San Miguel del Castillo,West Ham United,False,FREE,MEDIUM_CENTRAL,535,632,0.8465189873417721,13,0.024299065420560748,1.0,0.7844919266103921,-0.00297851586314695,CENTRAL_ZONE_PROXY_ONLY
PL1516,Adrián San Miguel del Castillo,West Ham United,False,FREE,MEDIUM_LEFT,535,632,0.8465189873417721,45,0.08411214953271028,0.9777777777777777,0.8678561418531638,-0.002103221299128869,NO
PL1516,Adrián San Miguel del Castillo,West Ham United,False,FREE,MEDIUM_RIGHT,535,632,0.8465189873417721,37,0.0691588785046729,0.8918918918918919,0.7704861276865194,-0.0033848498514862753,NO
PL1516,Adrián San Miguel del Castillo,West Ham United,False,FREE,SHORT_CENTRAL,535,632,0.8465189873417721,70,0.1308411214953271,1.0,0.8464337585348427,-0.0021818135322810984,CENTRAL_ZONE_PROXY_ONLY
PL1516,Adrián San Miguel del Castillo,West Ham United,False,FREE,SHORT_LEFT,535,632,0.8465189873417721,38,0.07102803738317758,1.0,0.8033026349714582,-0.0031007110043539026,NO
PL1516,Adrián San Miguel del Castillo,West Ham United,False,FREE,SHORT_RIGHT,535,632,0.8465189873417721,63,0.11775700934579439,1.0,0.801617953067661,-0.002719419605046121,NO
PL1516,Adrián San Miguel del Castillo,West Ham United,False,FREE,VERY_LONG_CENTRAL,535,632,0.8465189873417721,30,0.056074766355140186,0.5333333333333333,0.5942286394382279,-0.006175411371222415,CENTRAL_ZONE_PROXY_ONLY
PL1516,Adrián San Miguel del Castillo,West Ham United,False,FREE,VERY_LONG_LEFT,535,632,0.8465189873417721,5,0.009345794392523364,0.8,0.6545413722666069,-0.0025231590252887104,NO
PL1516,Adrián San Miguel del Castillo,West Ham United,False,FREE,VERY_LONG_RIGHT,535,632,0.8465189873417721,20,0.037383177570093455,0.6,0.6140471549625632,-0.00522619516676488,NO
PL1516,Adrián San Miguel del Castillo,West Ham United,False,PRESSURED,LONG_CENTRAL,56,69,0.8115942028985508,18,0.32142857142857145,0.4444444444444444,0.5009111238126792,-0.008460846062810603,CENTRAL_ZONE_PROXY_ONLY
PL1516,Adrián San Miguel del Castillo,West Ham United,False,PRESSURED,LONG_LEFT,56,69,0.8115942028985508,8,0.14285714285714285,0.75,0.5141133832008727,-0.0075186683719735015,NO
PL1516,Adrián San Miguel del Castillo,West Ham United,False,PRESSURED,LONG_RIGHT,56,69,0.8115942028985508,11,0.19642857142857142,0.5454545454545454,0.4856152694313625,-0.008990033810370406,NO
PL1516,Adrián San Miguel del Castillo,West Ham United,False,PRESSURED,MEDIUM_CENTRAL,56,69,0.8115942028985508,1,0.017857142857142856,0.0,0.5194805194805194,-0.0049928082113774065,CENTRAL_ZONE_PROXY_ONLY
PL1516,Adrián San Miguel del Castillo,West Ham United,False,PRESSURED,MEDIUM_LEFT,56,69,0.8115942028985508,3,0.05357142857142857,1.0,0.5105550406755226,-0.009896979228373645,NO
PL1516,Adrián San Miguel del Castillo,West Ham United,False,PRESSURED,MEDIUM_RIGHT,56,69,0.8115942028985508,6,0.10714285714285714,1.0,0.5060484795958055,-0.007014133751048166,NO
PL1516,Adrián San Miguel del Castillo,West Ham United,False,PRESSURED,SHORT_CENTRAL,56,69,0.8115942028985508,1,0.017857142857142856,1.0,0.5128205128205128,-0.006372649518930061,CENTRAL_ZONE_PROXY_ONLY
PL1516,Adrián San Miguel del Castillo,West Ham United,False,PRESSURED,SHORT_RIGHT,56,69,0.8115942028985508,1,0.017857142857142856,1.0,0.5060240963855422,-0.01082315709910095,NO
PL1516,Adrián San Miguel del Castillo,West Ham United,False,PRESSURED,VERY_LONG_LEFT,56,69,0.8115942028985508,1,0.017857142857142856,0.0,0.5581395348837209,-0.003671927234486703,NO
PL1516,Adrián San Miguel del Castillo,West Ham United,False,PRESSURED,VERY_LONG_RIGHT,56,69,0.8115942028985508,6,0.10714285714285714,0.3333333333333333,0.4880775842667176,-0.007837513095906091,NO
PL1516,Adrián San Miguel del Castillo,West Ham United,True,FREE,LONG_CENTRAL,237,288,0.8229166666666666,38,0.16033755274261605,0.6052631578947368,0.5990142665178586,-0.004044819850228863,CENTRAL_ZONE_PROXY_ONLY
PL1516,Adrián San Miguel del Castillo,West Ham United,True,FREE,LONG_LEFT,237,288,0.8229166666666666,26,0.10970464135021098,0.8461538461538461,0.6079473221418293,-0.0045217007295945974,NO
PL1516,Adrián San Miguel del Castillo,West Ham United,True,FREE,LONG_RIGHT,237,288,0.8229166666666666,67,0.28270042194092826,0.7313432835820896,0.5891358345995558,-0.003576646475822382,NO
PL1516,Adrián San Miguel del Castillo,West Ham United,True,FREE,MEDIUM_CENTRAL,237,288,0.8229166666666666,2,0.008438818565400843,1.0,0.646736496311056,-0.0018041151753133123,CENTRAL_ZONE_PROXY_ONLY
PL1516,Adrián San Miguel del Castillo,West Ham United,True,FREE,MEDIUM_LEFT,237,288,0.8229166666666666,11,0.046413502109704644,1.0,0.5735942761030346,-0.005082784240745138,NO
PL1516,Adrián San Miguel del Castillo,West Ham United,True,FREE,MEDIUM_RIGHT,237,288,0.8229166666666666,8,0.03375527426160337,1.0,0.6271991368918497,-0.0032338006092294392,NO
PL1516,Adrián San Miguel del Castillo,West Ham United,True,FREE,SHORT_CENTRAL,237,288,0.8229166666666666,10,0.04219409282700422,1.0,0.6130847005470864,-0.003481301407746682,CENTRAL_ZONE_PROXY_ONLY
PL1516,Adrián San Miguel del Castillo,West Ham United,True,FREE,SHORT_LEFT,237,288,0.8229166666666666,10,0.04219409282700422,1.0,0.599432372506991,-0.004972696742120907,NO
PL1516,Adrián San Miguel del Castillo,West Ham United,True,FREE,SHORT_RIGHT,237,288,0.8229166666666666,17,0.07172995780590717,1.0,0.6184614910191948,-0.0034680552250968668,NO
PL1516,Adrián San Miguel del Castillo,West Ham United,True,FREE,VERY_LONG_CENTRAL,237,288,0.8229166666666666,17,0.07172995780590717,0.5294117647058824,0.6013233545052661,-0.0037713852284410932,CENTRAL_ZONE_PROXY_ONLY
PL1516,Adrián San Miguel del Castillo,West Ham United,True,FREE,VERY_LONG_LEFT,237,288,0.8229166666666666,5,0.02109704641350211,0.8,0.5905918566033405,-0.004621336722123494,NO
PL1516,Adrián San Miguel del Castillo,West Ham United,True,FREE,VERY_LONG_RIGHT,237,288,0.8229166666666666,26,0.10970464135021098,0.7307692307692307,0.5784930465519881,-0.004149647081946099,NO
PL1516,Alex McCarthy,Crystal Palace,False,FREE,LONG_CENTRAL,105,141,0.7446808510638298,12,0.11428571428571428,0.5,0.6624623734592721,-0.004714482495771814,CENTRAL_ZONE_PROXY_ONLY
PL1516,Alex McCarthy,Crystal Palace,False,FREE,LONG_LEFT,105,141,0.7446808510638298,7,0.06666666666666667,0.5714285714285714,0.6784693037282574,-0.005688885949841948,NO
PL1516,Alex McCarthy,Crystal Palace,False,FREE,LONG_RIGHT,105,141,0.7446808510638298,30,0.2857142857142857,0.8,0.6340561058790837,-0.0057351175430055395,NO
PL1516,Alex McCarthy,Crystal Palace,False,FREE,MEDIUM_CENTRAL,105,141,0.7446808510638298,3,0.02857142857142857,0.6666666666666666,0.7142977438543942,-0.00394482069789513,CENTRAL_ZONE_PROXY_ONLY
PL1516,Alex McCarthy,Crystal Palace,False,FREE,MEDIUM_LEFT,105,141,0.7446808510638298,6,0.05714285714285714,1.0,0.7954215721187644,-0.00413698202012085,NO
PL1516,Alex McCarthy,Crystal Palace,False,FREE,MEDIUM_RIGHT,105,141,0.7446808510638298,1,0.009523809523809525,1.0,0.6603773584905659,-0.004833130543480833,NO
PL1516,Alex McCarthy,Crystal Palace,False,FREE,SHORT_CENTRAL,105,141,0.7446808510638298,5,0.047619047619047616,1.0,0.7262184109510181,-0.004377349040767451,CENTRAL_ZONE_PROXY_ONLY
PL1516,Alex McCarthy,Crystal Palace,False,FREE,SHORT_LEFT,105,141,0.7446808510638298,10,0.09523809523809523,1.0,0.7425289592582514,-0.0036788280777229204,NO
PL1516,Alex McCarthy,Crystal Palace,False,FREE,SHORT_RIGHT,105,141,0.7446808510638298,4,0.0380952380952381,1.0,0.7511890186758567,-0.003931438723133864,NO
PL1516,Alex McCarthy,Crystal Palace,False,FREE,VERY_LONG_CENTRAL,105,141,0.7446808510638298,8,0.0761904761904762,0.125,0.6006351252066732,-0.006232737004713305,CENTRAL_ZONE_PROXY_ONLY
PL1516,Alex McCarthy,Crystal Palace,False,FREE,VERY_LONG_LEFT,105,141,0.7446808510638298,6,0.05714285714285714,0.8333333333333334,0.5476666175183228,-0.006779493105882947,NO
PL1516,Alex McCarthy,Crystal Palace,False,FREE,VERY_LONG_RIGHT,105,141,0.7446808510638298,13,0.12380952380952381,0.5384615384615384,0.5900763039419736,-0.006915640565856771,NO
PL1516,Alex McCarthy,Crystal Palace,False,PRESSURED,LONG_RIGHT,3,9,0.3333333333333333,2,0.6666666666666666,1.0,0.5128205128205128,-0.00983573762212266,NO
PL1516,Alex McCarthy,Crystal Palace,False,PRESSURED,MEDIUM_LEFT,3,9,0.3333333333333333,1,0.3333333333333333,0.0,0.5128205128205128,-0.008396217747872203,NO
PL1516,Alex McCarthy,Crystal Palace,True,FREE,LONG_CENTRAL,45,70,0.6428571428571429,5,0.1111111111111111,0.8,0.5787144160145937,-0.003697400792911254,CENTRAL_ZONE_PROXY_ONLY
PL1516,Alex McCarthy,Crystal Palace,True,FREE,LONG_LEFT,45,70,0.6428571428571429,4,0.08888888888888889,0.5,0.5838690549655761,-0.005536878600205308,NO
PL1516,Alex McCarthy,Crystal Palace,True,FREE,LONG_RIGHT,45,70,0.6428571428571429,8,0.17777777777777778,0.625,0.5911802389941622,-0.0034368274714142895,NO
PL1516,Alex McCarthy,Crystal Palace,True,FREE,MEDIUM_LEFT,45,70,0.6428571428571429,3,0.06666666666666667,1.0,0.5949355149529013,-0.0038099651916027287,NO
PL1516,Alex McCarthy,Crystal Palace,True,FREE,MEDIUM_RIGHT,45,70,0.6428571428571429,1,0.022222222222222223,1.0,0.6303501945525292,-0.0020016526203922224,NO
PL1516,Alex McCarthy,Crystal Palace,True,FREE,SHORT_CENTRAL,45,70,0.6428571428571429,1,0.022222222222222223,1.0,0.5861456483126111,-0.005517326348633192,CENTRAL_ZONE_PROXY_ONLY
PL1516,Alex McCarthy,Crystal Palace,True,FREE,SHORT_LEFT,45,70,0.6428571428571429,2,0.044444444444444446,1.0,0.5995244370595314,-0.003997293886496237,NO
PL1516,Alex McCarthy,Crystal Palace,True,FREE,VERY_LONG_CENTRAL,45,70,0.6428571428571429,2,0.044444444444444446,0.5,0.596644252727734,-0.005067855551709959,CENTRAL_ZONE_PROXY_ONLY
PL1516,Alex McCarthy,Crystal Palace,True,FREE,VERY_LONG_LEFT,45,70,0.6428571428571429,5,0.1111111111111111,0.8,0.5781571451127293,-0.004326905752287619,NO
PL1516,Alex McCarthy,Crystal Palace,True,FREE,VERY_LONG_RIGHT,45,70,0.6428571428571429,14,0.3111111111111111,0.8571428571428571,0.5781407157147035,-0.004149006485841698,NO
PL1516,Artur Boruc,AFC Bournemouth,False,FREE,LONG_CENTRAL,536,615,0.8715447154471545,43,0.08022388059701492,0.5348837209302325,0.6617787367253806,-0.005219065199538588,CENTRAL_ZONE_PROXY_ONLY
PL1516,Artur Boruc,AFC Bournemouth,False,FREE,LONG_LEFT,536,615,0.8715447154471545,65,0.12126865671641791,0.6307692307692307,0.7126772811421351,-0.0037111433961553135,NO
PL1516,Artur Boruc,AFC Bournemouth,False,FREE,LONG_RIGHT,536,615,0.8715447154471545,39,0.07276119402985075,0.5641025641025641,0.6670737657096765,-0.0049384776841740734,NO
PL1516,Artur Boruc,AFC Bournemouth,False,FREE,MEDIUM_CENTRAL,536,615,0.8715447154471545,14,0.026119402985074626,0.9285714285714286,0.7604694229873369,-0.004169672384373466,CENTRAL_ZONE_PROXY_ONLY
PL1516,Artur Boruc,AFC Bournemouth,False,FREE,MEDIUM_LEFT,536,615,0.8715447154471545,56,0.1044776119402985,0.9642857142857143,0.8141239643767898,-0.002849049734370207,NO
PL1516,Artur Boruc,AFC Bournemouth,False,FREE,MEDIUM_RIGHT,536,615,0.8715447154471545,43,0.08022388059701492,0.9767441860465116,0.7936303795757962,-0.0032600093000941226,NO
PL1516,Artur Boruc,AFC Bournemouth,False,FREE,SHORT_CENTRAL,536,615,0.8715447154471545,88,0.16417910447761194,1.0,0.7979817575717988,-0.0031396489175441996,CENTRAL_ZONE_PROXY_ONLY
PL1516,Artur Boruc,AFC Bournemouth,False,FREE,SHORT_LEFT,536,615,0.8715447154471545,85,0.15858208955223882,0.9647058823529412,0.7959056658768127,-0.002810510788858079,NO
PL1516,Artur Boruc,AFC Bournemouth,False,FREE,SHORT_RIGHT,536,615,0.8715447154471545,54,0.10074626865671642,1.0,0.8075888907783724,-0.0026833525274574934,NO
PL1516,Artur Boruc,AFC Bournemouth,False,FREE,VERY_LONG_CENTRAL,536,615,0.8715447154471545,16,0.029850746268656716,0.25,0.5954707515097986,-0.006203521730165246,CENTRAL_ZONE_PROXY_ONLY
PL1516,Artur Boruc,AFC Bournemouth,False,FREE,VERY_LONG_LEFT,536,615,0.8715447154471545,19,0.03544776119402985,0.631578947368421,0.6276352018264956,-0.005058889313933188,NO
PL1516,Artur Boruc,AFC Bournemouth,False,FREE,VERY_LONG_RIGHT,536,615,0.8715447154471545,14,0.026119402985074626,0.35714285714285715,0.6108806877778882,-0.004208166793199898,NO
PL1516,Artur Boruc,AFC Bournemouth,False,PRESSURED,LONG_CENTRAL,24,28,0.8571428571428571,8,0.3333333333333333,0.25,0.4890200642890554,-0.007961790272275514,CENTRAL_ZONE_PROXY_ONLY
PL1516,Artur Boruc,AFC Bournemouth,False,PRESSURED,LONG_LEFT,24,28,0.8571428571428571,6,0.25,0.16666666666666666,0.5203113907575033,-0.007494994613702365,NO
PL1516,Artur Boruc,AFC Bournemouth,False,PRESSURED,LONG_RIGHT,24,28,0.8571428571428571,5,0.20833333333333334,1.0,0.5333545824895474,-0.006432549098341425,NO
PL1516,Artur Boruc,AFC Bournemouth,False,PRESSURED,MEDIUM_LEFT,24,28,0.8571428571428571,1,0.041666666666666664,1.0,0.5269461077844312,-0.0063695516346284845,NO
PL1516,Artur Boruc,AFC Bournemouth,False,PRESSURED,MEDIUM_RIGHT,24,28,0.8571428571428571,1,0.041666666666666664,1.0,0.39285714285714285,-0.012684869159385045,NO
PL1516,Artur Boruc,AFC Bournemouth,False,PRESSURED,SHORT_CENTRAL,24,28,0.8571428571428571,1,0.041666666666666664,1.0,0.5581395348837209,-0.004271272227457793,CENTRAL_ZONE_PROXY_ONLY
PL1516,Artur Boruc,AFC Bournemouth,False,PRESSURED,SHORT_LEFT,24,28,0.8571428571428571,1,0.041666666666666664,1.0,0.5194805194805194,-0.00556797822811484,NO
PL1516,Artur Boruc,AFC Bournemouth,False,PRESSURED,SHORT_RIGHT,24,28,0.8571428571428571,1,0.041666666666666664,1.0,0.40939597315436244,-0.007373134698486806,NO
PL1516,Artur Boruc,AFC Bournemouth,True,FREE,LONG_CENTRAL,212,264,0.803030303030303,23,0.10849056603773585,0.5652173913043478,0.5921476834488645,-0.004756188246092032,CENTRAL_ZONE_PROXY_ONLY
PL1516,Artur Boruc,AFC Bournemouth,True,FREE,LONG_LEFT,212,264,0.803030303030303,25,0.1179245283018868,0.68,0.5974113154227825,-0.004637164742975794,NO
PL1516,Artur Boruc,AFC Bournemouth,True,FREE,LONG_RIGHT,212,264,0.803030303030303,48,0.22641509433962265,0.7083333333333334,0.6166240800197565,-0.0034202174261590743,NO
PL1516,Artur Boruc,AFC Bournemouth,True,FREE,MEDIUM_CENTRAL,212,264,0.803030303030303,7,0.0330188679245283,0.7142857142857143,0.6581596587795518,-0.0029787337869933645,CENTRAL_ZONE_PROXY_ONLY
PL1516,Artur Boruc,AFC Bournemouth,True,FREE,MEDIUM_LEFT,212,264,0.803030303030303,19,0.08962264150943396,1.0,0.6224562315194937,-0.003763476244189275,NO
PL1516,Artur Boruc,AFC Bournemouth,True,FREE,MEDIUM_RIGHT,212,264,0.803030303030303,12,0.05660377358490566,1.0,0.6317478117747504,-0.0032320586702707797,NO
PL1516,Artur Boruc,AFC Bournemouth,True,FREE,SHORT_CENTRAL,212,264,0.803030303030303,21,0.09905660377358491,1.0,0.6153595783316215,-0.003799361628344018,CENTRAL_ZONE_PROXY_ONLY
PL1516,Artur Boruc,AFC Bournemouth,True,FREE,SHORT_LEFT,212,264,0.803030303030303,20,0.09433962264150944,1.0,0.6327359106642129,-0.0038214039224006005,NO
PL1516,Artur Boruc,AFC Bournemouth,True,FREE,SHORT_RIGHT,212,264,0.803030303030303,12,0.05660377358490566,1.0,0.6561885502892281,-0.0023658234083274734,NO
PL1516,Artur Boruc,AFC Bournemouth,True,FREE,VERY_LONG_CENTRAL,212,264,0.803030303030303,9,0.04245283018867924,0.6666666666666666,0.588110889371798,-0.003933685133783341,CENTRAL_ZONE_PROXY_ONLY
PL1516,Artur Boruc,AFC Bournemouth,True,FREE,VERY_LONG_LEFT,212,264,0.803030303030303,12,0.05660377358490566,0.3333333333333333,0.5840920557330721,-0.004593486625177191,NO
PL1516,Artur Boruc,AFC Bournemouth,True,FREE,VERY_LONG_RIGHT,212,264,0.803030303030303,4,0.018867924528301886,0.5,0.5786642270106002,-0.004975278492907209,NO
PL1516,Asmir Begović,Chelsea,False,FREE,LONG_CENTRAL,242,278,0.8705035971223022,17,0.07024793388429752,0.4117647058823529,0.57624232056226,-0.0061828876362619665,CENTRAL_ZONE_PROXY_ONLY
PL1516,Asmir Begović,Chelsea,False,FREE,LONG_LEFT,242,278,0.8705035971223022,20,0.08264462809917356,0.45,0.6744441566635371,-0.004151906022414239,NO
PL1516,Asmir Begović,Chelsea,False,FREE,LONG_RIGHT,242,278,0.8705035971223022,37,0.15289256198347106,0.5945945945945946,0.6318810125110657,-0.005930691128065951,NO
PL1516,Asmir Begović,Chelsea,False,FREE,MEDIUM_CENTRAL,242,278,0.8705035971223022,6,0.024793388429752067,0.5,0.7176089609376951,-0.004396839320277059,CENTRAL_ZONE_PROXY_ONLY
PL1516,Asmir Begović,Chelsea,False,FREE,MEDIUM_LEFT,242,278,0.8705035971223022,19,0.07851239669421488,1.0,0.818560480928096,-0.0031547411952939012,NO
PL1516,Asmir Begović,Chelsea,False,FREE,MEDIUM_RIGHT,242,278,0.8705035971223022,13,0.05371900826446281,0.9230769230769231,0.8280635662018122,-0.002707517727338662,NO
PL1516,Asmir Begović,Chelsea,False,FREE,SHORT_CENTRAL,242,278,0.8705035971223022,52,0.21487603305785125,1.0,0.8293279932334443,-0.002705088606838608,CENTRAL_ZONE_PROXY_ONLY
PL1516,Asmir Begović,Chelsea,False,FREE,SHORT_LEFT,242,278,0.8705035971223022,30,0.12396694214876033,1.0,0.7727724292268542,-0.003297273626834238,NO
PL1516,Asmir Begović,Chelsea,False,FREE,SHORT_RIGHT,242,278,0.8705035971223022,18,0.0743801652892562,1.0,0.7479652664790772,-0.003913693759260299,NO
PL1516,Asmir Begović,Chelsea,False,FREE,VERY_LONG_CENTRAL,242,278,0.8705035971223022,7,0.028925619834710745,0.14285714285714285,0.6228305132552973,-0.004439498963045277,CENTRAL_ZONE_PROXY_ONLY
PL1516,Asmir Begović,Chelsea,False,FREE,VERY_LONG_LEFT,242,278,0.8705035971223022,10,0.04132231404958678,0.3,0.5439898650482076,-0.008296191361467989,NO
PL1516,Asmir Begović,Chelsea,False,FREE,VERY_LONG_RIGHT,242,278,0.8705035971223022,13,0.05371900826446281,0.38461538461538464,0.6371491504464839,-0.004720295497889964,NO
PL1516,Asmir Begović,Chelsea,False,PRESSURED,LONG_CENTRAL,16,24,0.6666666666666666,3,0.1875,0.3333333333333333,0.5154755424216503,-0.007383141770622481,CENTRAL_ZONE_PROXY_ONLY
PL1516,Asmir Begović,Chelsea,False,PRESSURED,LONG_LEFT,16,24,0.6666666666666666,4,0.25,0.25,0.4992983572097074,-0.010796994017154195,NO
PL1516,Asmir Begović,Chelsea,False,PRESSURED,LONG_RIGHT,16,24,0.6666666666666666,5,0.3125,0.4,0.49827022092241674,-0.008502557452658604,NO
PL1516,Asmir Begović,Chelsea,False,PRESSURED,MEDIUM_LEFT,16,24,0.6666666666666666,1,0.0625,0.0,0.5128205128205128,-0.004833039438245918,NO
PL1516,Asmir Begović,Chelsea,False,PRESSURED,MEDIUM_RIGHT,16,24,0.6666666666666666,1,0.0625,1.0,0.5346534653465346,-0.012496451112129135,NO
PL1516,Asmir Begović,Chelsea,False,PRESSURED,SHORT_LEFT,16,24,0.6666666666666666,1,0.0625,0.0,0.5346534653465346,-0.004421382992462114,NO
PL1516,Asmir Begović,Chelsea,False,PRESSURED,VERY_LONG_RIGHT,16,24,0.6666666666666666,1,0.0625,0.0,0.5060240963855422,-0.01082315709910095,NO
PL1516,Asmir Begović,Chelsea,True,FREE,LONG_CENTRAL,82,106,0.7735849056603774,3,0.036585365853658534,0.6666666666666666,0.5732273661261084,-0.005842944997495305,CENTRAL_ZONE_PROXY_ONLY
PL1516,Asmir Begović,Chelsea,True,FREE,LONG_LEFT,82,106,0.7735849056603774,5,0.06097560975609756,0.8,0.6293593721748492,-0.00425637443904432,NO
PL1516,Asmir Begović,Chelsea,True,FREE,LONG_RIGHT,82,106,0.7735849056603774,13,0.15853658536585366,0.46153846153846156,0.5711607686322577,-0.004299564781972605,NO
PL1516,Asmir Begović,Chelsea,True,FREE,MEDIUM_CENTRAL,82,106,0.7735849056603774,3,0.036585365853658534,1.0,0.6217357910906297,-0.002316475533377687,CENTRAL_ZONE_PROXY_ONLY
PL1516,Asmir Begović,Chelsea,True,FREE,MEDIUM_LEFT,82,106,0.7735849056603774,4,0.04878048780487805,1.0,0.6156951924699946,-0.003815884751971187,NO
PL1516,Asmir Begović,Chelsea,True,FREE,MEDIUM_RIGHT,82,106,0.7735849056603774,7,0.08536585365853659,1.0,0.5896200881932047,-0.004300332296163818,NO
PL1516,Asmir Begović,Chelsea,True,FREE,SHORT_CENTRAL,82,106,0.7735849056603774,2,0.024390243902439025,1.0,0.596389228886169,-0.0034392378971520856,CENTRAL_ZONE_PROXY_ONLY
PL1516,Asmir Begović,Chelsea,True,FREE,SHORT_LEFT,82,106,0.7735849056603774,4,0.04878048780487805,1.0,0.6079184373105668,-0.0031214054499292014,NO
PL1516,Asmir Begović,Chelsea,True,FREE,SHORT_RIGHT,82,106,0.7735849056603774,7,0.08536585365853659,1.0,0.6170021868480561,-0.002611799173031329,NO
PL1516,Asmir Begović,Chelsea,True,FREE,VERY_LONG_CENTRAL,82,106,0.7735849056603774,3,0.036585365853658534,0.6666666666666666,0.6182996020866665,-0.002885243080366874,CENTRAL_ZONE_PROXY_ONLY
PL1516,Asmir Begović,Chelsea,True,FREE,VERY_LONG_LEFT,82,106,0.7735849056603774,3,0.036585365853658534,0.0,0.6193717377307879,-0.003577284676623491,NO
PL1516,Asmir Begović,Chelsea,True,FREE,VERY_LONG_RIGHT,82,106,0.7735849056603774,28,0.34146341463414637,0.42857142857142855,0.5965799045721203,-0.0038014515241106073,NO
