cohort,keeper,team,goal_kick,pressure,choice_bin,choice_length_source,choice_observable_n,all_action_n,coverage,frequency,retention,xR,value
T2024,Alisson Ramsés Becker,Brazil,False,PRESSURED,SHORT,provider_target_geometry,16,19,0.8421052631578947,0.6875,1.0,0.6553914442608988,-0.008755329572831354
T2024,Alisson Ramsés Becker,Brazil,False,PRESSURED,VERY_LONG,provider_target_geometry,16,19,0.8421052631578947,0.0625,1.0,0.63,-0.0041971029110462275
T2024,Alisson Ramsés Becker,Brazil,True,FREE,LONG,provider_target_geometry,23,24,0.9583333333333334,0.043478260869565216,1.0,0.7384615384615385,-0.002530285694261984
T2024,Alisson Ramsés Becker,Brazil,True,FREE,MEDIUM,provider_target_geometry,23,24,0.9583333333333334,0.043478260869565216,1.0,0.7107438016528925,-0.008926498457515537
T2024,Alisson Ramsés Becker,Brazil,True,FREE,SHORT,provider_target_geometry,23,24,0.9583333333333334,0.782608695652174,1.0,0.7258275021164561,-0.006398887980695918
T2024,Alisson Ramsés Becker,Brazil,True,FREE,VERY_LONG,provider_target_geometry,23,24,0.9583333333333334,0.13043478260869565,0.6666666666666666,0.7659510357815442,-0.005768051748917401
T2024,Altay Bayındır,Turkey,False,FREE,LONG,provider_target_geometry,24,24,1.0,0.125,0.6666666666666666,0.8252410901467506,-0.0006085625032687978
T2024,Altay Bayındır,Turkey,False,FREE,MEDIUM,provider_target_geometry,24,24,1.0,0.20833333333333334,1.0,0.8321666666666667,-0.001538423076031572
T2024,Altay Bayındır,Turkey,False,FREE,SHORT,provider_target_geometry,24,24,1.0,0.5416666666666666,1.0,0.8557353652636673,-0.0024807488192605397
T2024,Altay Bayındır,Turkey,False,FREE,VERY_LONG,provider_target_geometry,24,24,1.0,0.125,0.3333333333333333,0.8438155136268345,-0.0022202516647193507
T2024,Altay Bayındır,Turkey,False,PRESSURED,LONG,provider_target_geometry,8,8,1.0,0.125,0.0,0.6470588235294118,-0.012168083056850753
T2024,Altay Bayındır,Turkey,False,PRESSURED,MEDIUM,provider_target_geometry,8,8,1.0,0.25,0.5,0.6385294117647059,-0.00717380982963944
T2024,Altay Bayındır,Turkey,False,PRESSURED,SHORT,provider_target_geometry,8,8,1.0,0.5,1.0,0.6385294117647059,-0.007376831660026579
T2024,Altay Bayındır,Turkey,False,PRESSURED,VERY_LONG,provider_target_geometry,8,8,1.0,0.125,0.0,0.6470588235294118,-0.008208109352947253
T2024,Altay Bayındır,Turkey,True,FREE,SHORT,provider_target_geometry,3,3,1.0,1.0,1.0,0.7445751633986929,-0.005842807338805769
T2024,Anatolii Trubin,Ukraine,False,FREE,LONG,provider_target_geometry,49,50,0.98,0.1836734693877551,0.5555555555555556,0.7817987193662499,-0.004314387885143606
T2024,Anatolii Trubin,Ukraine,False,FREE,MEDIUM,provider_target_geometry,49,50,0.98,0.08163265306122448,0.75,0.8222784918979145,-0.004492945483849795
T2024,Anatolii Trubin,Ukraine,False,FREE,SHORT,provider_target_geometry,49,50,0.98,0.7346938775510204,1.0,0.8397723314662344,-0.00403039914935538
T2024,Anatolii Trubin,Ukraine,False,PRESSURED,LONG,provider_target_geometry,5,7,0.7142857142857143,0.2,0.0,0.656441717791411,-0.012324607495927908
T2024,Anatolii Trubin,Ukraine,False,PRESSURED,SHORT,provider_target_geometry,5,7,0.7142857142857143,0.8,1.0,0.6109189400861506,-0.012746206307821063
T2024,Anatolii Trubin,Ukraine,True,FREE,LONG,provider_target_geometry,12,13,0.9230769230769231,0.3333333333333333,0.25,0.6480569757859298,-0.007116214719878448
T2024,Anatolii Trubin,Ukraine,True,FREE,MEDIUM,provider_target_geometry,12,13,0.9230769230769231,0.3333333333333333,1.0,0.6718164644900331,-0.008528625190019304
T2024,Anatolii Trubin,Ukraine,True,FREE,SHORT,provider_target_geometry,12,13,0.9230769230769231,0.25,1.0,0.7146646952982126,-0.0027430437640317447
T2024,Anatolii Trubin,Ukraine,True,FREE,VERY_LONG,provider_target_geometry,12,13,0.9230769230769231,0.08333333333333333,1.0,0.6395348837209304,-0.009389011596054181
T2024,Andriy Lunin,Ukraine,False,FREE,MEDIUM,provider_target_geometry,16,17,0.9411764705882353,0.0625,1.0,1.0,-0.0005494358249250632
T2024,Andriy Lunin,Ukraine,False,FREE,SHORT,provider_target_geometry,16,17,0.9411764705882353,0.9375,1.0,0.8749853249475891,-0.0019177163373545034
T2024,Andriy Lunin,Ukraine,False,PRESSURED,MEDIUM,provider_target_geometry,2,2,1.0,0.5,1.0,0.63,-0.008648180574846991
T2024,Andriy Lunin,Ukraine,False,PRESSURED,SHORT,provider_target_geometry,2,2,1.0,0.5,1.0,0.7333333333333333,-0.00028935323267221136
T2024,Andriy Lunin,Ukraine,True,FREE,SHORT,provider_target_geometry,4,4,1.0,1.0,1.0,0.7783333333333333,-0.0035990308557726997
T2024,Angus Gunn,Scotland,False,FREE,LONG,provider_target_geometry,69,72,0.9583333333333334,0.391304347826087,0.5925925925925926,0.7621401187151803,-0.003942671660129316
T2024,Angus Gunn,Scotland,False,FREE,MEDIUM,provider_target_geometry,69,72,0.9583333333333334,0.028985507246376812,1.0,0.8854307116104869,-0.003110817633576572
T2024,Angus Gunn,Scotland,False,FREE,SHORT,provider_target_geometry,69,72,0.9583333333333334,0.4782608695652174,1.0,0.8679088595399521,-0.0029731297869532926
T2024,Angus Gunn,Scotland,False,FREE,VERY_LONG,provider_target_geometry,69,72,0.9583333333333334,0.10144927536231885,0.7142857142857143,0.7259691176218172,-0.006132253556551287
T2024,Angus Gunn,Scotland,False,PRESSURED,LONG,provider_target_geometry,19,21,0.9047619047619048,0.7368421052631579,0.5714285714285714,0.6358050345323683,-0.0088053078665176
T2024,Angus Gunn,Scotland,False,PRESSURED,MEDIUM,provider_target_geometry,19,21,0.9047619047619048,0.10526315789473684,0.5,0.6128723404255318,-0.0063768281247323835
T2024,Angus Gunn,Scotland,False,PRESSURED,SHORT,provider_target_geometry,19,21,0.9047619047619048,0.15789473684210525,1.0,0.6388645690834474,-0.010790924282589152
T2024,Angus Gunn,Scotland,True,FREE,LONG,provider_target_geometry,17,22,0.7727272727272727,0.17647058823529413,0.6666666666666666,0.6596337998526781,-0.004934956034882627
T2024,Angus Gunn,Scotland,True,FREE,SHORT,provider_target_geometry,17,22,0.7727272727272727,0.11764705882352941,1.0,0.6816666666666666,-0.0024818851633685115
T2024,Angus Gunn,Scotland,True,FREE,VERY_LONG,provider_target_geometry,17,22,0.7727272727272727,0.7058823529411765,0.5833333333333334,0.6771154902227083,-0.0035137928354718718
T2024,Bart Verbruggen,Netherlands,False,FREE,LONG,provider_target_geometry,162,164,0.9878048780487805,0.2037037037037037,0.6060606060606061,0.7257390040898629,-0.006043711122888361
T2024,Bart Verbruggen,Netherlands,False,FREE,MEDIUM,provider_target_geometry,162,164,0.9878048780487805,0.11728395061728394,0.9473684210526315,0.7906568721630493,-0.004365412000641497
T2024,Bart Verbruggen,Netherlands,False,FREE,SHORT,provider_target_geometry,162,164,0.9878048780487805,0.6419753086419753,1.0,0.8049174783343324,-0.00472845749366329
T2024,Bart Verbruggen,Netherlands,False,FREE,VERY_LONG,provider_target_geometry,162,164,0.9878048780487805,0.037037037037037035,0.6666666666666666,0.7643691562452268,-0.007418522341061323
T2024,Bart Verbruggen,Netherlands,False,PRESSURED,LONG,provider_target_geometry,21,22,0.9545454545454546,0.19047619047619047,0.75,0.6173312883435582,-0.00626574026252962
T2024,Bart Verbruggen,Netherlands,False,PRESSURED,MEDIUM,provider_target_geometry,21,22,0.9545454545454546,0.2857142857142857,0.8333333333333334,0.676180944786826,-0.007831352968347692
T2024,Bart Verbruggen,Netherlands,False,PRESSURED,SHORT,provider_target_geometry,21,22,0.9545454545454546,0.47619047619047616,1.0,0.6482457781508437,-0.007758103936182488
T2024,Bart Verbruggen,Netherlands,False,PRESSURED,VERY_LONG,provider_target_geometry,21,22,0.9545454545454546,0.047619047619047616,1.0,0.6108374384236454,-0.012710385471251286
T2024,Bart Verbruggen,Netherlands,True,FREE,LONG,provider_target_geometry,21,22,0.9545454545454546,0.14285714285714285,0.6666666666666666,0.71279065337409,-0.004705649036560578
T2024,Bart Verbruggen,Netherlands,True,FREE,MEDIUM,provider_target_geometry,21,22,0.9545454545454546,0.047619047619047616,1.0,0.6108374384236454,-0.009006749536441039
T2024,Bart Verbruggen,Netherlands,True,FREE,SHORT,provider_target_geometry,21,22,0.9545454545454546,0.5714285714285714,1.0,0.7173084381260315,-0.005139096807935853
T2024,Bart Verbruggen,Netherlands,True,FREE,VERY_LONG,provider_target_geometry,21,22,0.9545454545454546,0.23809523809523808,0.8,0.6507999837153442,-0.005748308182659078
T2024,Camilo Andrés Vargas Gil,Colombia,False,FREE,LONG,provider_target_geometry,115,131,0.8778625954198473,0.1391304347826087,0.75,0.590307196512664,-0.009518877306540188
T2024,Camilo Andrés Vargas Gil,Colombia,False,FREE,MEDIUM,provider_target_geometry,115,131,0.8778625954198473,0.10434782608695652,1.0,0.8230657211618996,-0.0038827919435660673
T2024,Camilo Andrés Vargas Gil,Colombia,False,FREE,SHORT,provider_target_geometry,115,131,0.8778625954198473,0.6347826086956522,1.0,0.8225949365097319,-0.00433695520967671
T2024,Camilo Andrés Vargas Gil,Colombia,False,FREE,VERY_LONG,provider_target_geometry,115,131,0.8778625954198473,0.12173913043478261,0.2857142857142857,0.7138709110877716,-0.0068512810470201324
T2024,Camilo Andrés Vargas Gil,Colombia,False,PRESSURED,LONG,provider_target_geometry,13,23,0.5652173913043478,0.6153846153846154,0.5,0.6496074879835914,-0.009235707170051906
T2024,Camilo Andrés Vargas Gil,Colombia,False,PRESSURED,MEDIUM,provider_target_geometry,13,23,0.5652173913043478,0.07692307692307693,1.0,0.7107438016528925,-0.012470272103655236
T2024,Camilo Andrés Vargas Gil,Colombia,False,PRESSURED,SHORT,provider_target_geometry,13,23,0.5652173913043478,0.23076923076923078,1.0,0.6774416805764768,-0.011762872249180378
T2024,Camilo Andrés Vargas Gil,Colombia,False,PRESSURED,VERY_LONG,provider_target_geometry,13,23,0.5652173913043478,0.07692307692307693,1.0,0.6108374384236454,-0.0094943098410549
T2024,Camilo Andrés Vargas Gil,Colombia,True,FREE,LONG,provider_target_geometry,48,59,0.8135593220338984,0.041666666666666664,1.0,0.7711864406779662,-0.00202203376014321
T2024,Camilo Andrés Vargas Gil,Colombia,True,FREE,MEDIUM,provider_target_geometry,48,59,0.8135593220338984,0.0625,1.0,0.7432656051270298,-0.005889730955705594
T2024,Camilo Andrés Vargas Gil,Colombia,True,FREE,SHORT,provider_target_geometry,48,59,0.8135593220338984,0.4375,1.0,0.7220999795392464,-0.005031271326124279
T2024,Camilo Andrés Vargas Gil,Colombia,True,FREE,VERY_LONG,provider_target_geometry,48,59,0.8135593220338984,0.4583333333333333,0.5909090909090909,0.6965230803898191,-0.007592444679417468
T2024,Claudio Andrés Bravo Muñoz,Chile,False,FREE,LONG,provider_target_geometry,50,54,0.9259259259259259,0.14,0.42857142857142855,0.7943926651608801,-0.0023214272683831985
T2024,Claudio Andrés Bravo Muñoz,Chile,False,FREE,MEDIUM,provider_target_geometry,50,54,0.9259259259259259,0.3,0.9333333333333333,0.8628688898234819,-0.0028771945133481964
T2024,Claudio Andrés Bravo Muñoz,Chile,False,FREE,SHORT,provider_target_geometry,50,54,0.9259259259259259,0.34,1.0,0.8227697484334875,-0.0033328998274245888
T2024,Claudio Andrés Bravo Muñoz,Chile,False,FREE,VERY_LONG,provider_target_geometry,50,54,0.9259259259259259,0.22,0.36363636363636365,0.7397239897344381,-0.004732340858770456
T2024,Claudio Andrés Bravo Muñoz,Chile,False,PRESSURED,LONG,provider_target_geometry,7,7,1.0,0.2857142857142857,1.0,0.7107438016528925,-0.013547891115562608
T2024,Claudio Andrés Bravo Muñoz,Chile,False,PRESSURED,MEDIUM,provider_target_geometry,7,7,1.0,0.5714285714285714,0.5,0.6448693755073988,-0.009908983595372744
T2024,Claudio Andrés Bravo Muñoz,Chile,False,PRESSURED,SHORT,provider_target_geometry,7,7,1.0,0.14285714285714285,1.0,0.7107438016528925,-0.013547891115562608
T2024,Claudio Andrés Bravo Muñoz,Chile,True,FREE,LONG,provider_target_geometry,12,16,0.75,0.16666666666666666,1.0,0.7594746716697937,-0.004025462041764622
T2024,Claudio Andrés Bravo Muñoz,Chile,True,FREE,MEDIUM,provider_target_geometry,12,16,0.75,0.08333333333333333,1.0,0.6108374384236454,-0.010653207799568718
T2024,Claudio Andrés Bravo Muñoz,Chile,True,FREE,SHORT,provider_target_geometry,12,16,0.75,0.5,1.0,0.7445910420561854,-0.005886497380453278
T2024,Claudio Andrés Bravo Muñoz,Chile,True,FREE,VERY_LONG,provider_target_geometry,12,16,0.75,0.25,0.3333333333333333,0.6866809261793588,-0.0037199988299572106
T2024,Damián Emiliano Martínez,Argentina,False,FREE,LONG,provider_target_geometry,146,156,0.9358974358974359,0.06164383561643835,0.2222222222222222,0.7884714440211398,-0.004782400466554803
T2024,Damián Emiliano Martínez,Argentina,False,FREE,MEDIUM,provider_target_geometry,146,156,0.9358974358974359,0.0821917808219178,1.0,0.900758536591765,-0.003638424198190252
T2024,Damián Emiliano Martínez,Argentina,False,FREE,SHORT,provider_target_geometry,146,156,0.9358974358974359,0.7465753424657534,1.0,0.8436735272466146,-0.004027742905178941
T2024,Damián Emiliano Martínez,Argentina,False,FREE,VERY_LONG,provider_target_geometry,146,156,0.9358974358974359,0.1095890410958904,0.75,0.5063763949657445,-0.010777483256750493
T2024,Damián Emiliano Martínez,Argentina,False,PRESSURED,LONG,provider_target_geometry,25,27,0.9259259259259259,0.12,0.3333333333333333,0.6477193785672863,-0.009270705304733588
T2024,Damián Emiliano Martínez,Argentina,False,PRESSURED,MEDIUM,provider_target_geometry,25,27,0.9259259259259259,0.16,0.75,0.6412674585563243,-0.008913688971502976
T2024,Damián Emiliano Martínez,Argentina,False,PRESSURED,SHORT,provider_target_geometry,25,27,0.9259259259259259,0.68,1.0,0.6443419806116972,-0.007568269464116628
T2024,Damián Emiliano Martínez,Argentina,False,PRESSURED,VERY_LONG,provider_target_geometry,25,27,0.9259259259259259,0.04,1.0,0.656441717791411,-0.004230631614039423
T2024,Damián Emiliano Martínez,Argentina,True,FREE,LONG,provider_target_geometry,32,34,0.9411764705882353,0.03125,0.0,0.7559055118110236,0.00038924418443403094
T2024,Damián Emiliano Martínez,Argentina,True,FREE,MEDIUM,provider_target_geometry,32,34,0.9411764705882353,0.09375,1.0,0.7222222222222222,-0.005628204858834651
T2024,Damián Emiliano Martínez,Argentina,True,FREE,SHORT,provider_target_geometry,32,34,0.9411764705882353,0.46875,1.0,0.7160047678856114,-0.004742148414312877
T2024,Damián Emiliano Martínez,Argentina,True,FREE,VERY_LONG,provider_target_geometry,32,34,0.9411764705882353,0.40625,0.5384615384615384,0.6594854644785961,-0.007660878553096948
T2024,David Raya Martin,Spain,False,FREE,LONG,provider_target_geometry,33,33,1.0,0.09090909090909091,0.3333333333333333,0.7933333333333333,-0.0028051486931408207
T2024,David Raya Martin,Spain,False,FREE,MEDIUM,provider_target_geometry,33,33,1.0,0.21212121212121213,1.0,0.9042857142857142,-0.0033510669560621576
T2024,David Raya Martin,Spain,False,FREE,SHORT,provider_target_geometry,33,33,1.0,0.6363636363636364,1.0,0.8454657082958971,-0.0027489306798609307
T2024,David Raya Martin,Spain,False,FREE,VERY_LONG,provider_target_geometry,33,33,1.0,0.06060606060606061,0.5,0.36666666666666664,-0.016864680426748043
T2024,David Raya Martin,Spain,False,PRESSURED,SHORT,provider_target_geometry,2,3,0.6666666666666666,1.0,1.0,0.6385294117647059,-0.012070327398318287
T2024,David Raya Martin,Spain,True,FREE,LONG,provider_target_geometry,3,4,0.75,0.3333333333333333,1.0,0.6470588235294118,-0.0107589322801999
T2024,David Raya Martin,Spain,True,FREE,SHORT,provider_target_geometry,3,4,0.75,0.3333333333333333,1.0,0.7933333333333333,0.0004995170207045168
T2024,David Raya Martin,Spain,True,FREE,VERY_LONG,provider_target_geometry,3,4,0.75,0.3333333333333333,1.0,0.63,-0.011190161121982706
T2024,Dayne Tristan St. Clair,Canada,False,FREE,LONG,provider_target_geometry,15,18,0.8333333333333334,0.13333333333333333,0.5,0.6012121212121212,-0.007616204854985704
T2024,Dayne Tristan St. Clair,Canada,False,FREE,SHORT,provider_target_geometry,15,18,0.8333333333333334,0.8666666666666667,1.0,0.8765856313497824,-0.0031106676886203466
T2024,Dayne Tristan St. Clair,Canada,False,PRESSURED,LONG,provider_target_geometry,4,5,0.8,0.5,0.0,0.6385294117647059,-0.008419712983859098
T2024,Dayne Tristan St. Clair,Canada,False,PRESSURED,SHORT,provider_target_geometry,4,5,0.8,0.5,1.0,0.6901960784313725,-0.007843561125078238
T2024,Dayne Tristan St. Clair,Canada,True,FREE,LONG,provider_target_geometry,1,2,0.5,1.0,0.0,0.7333333333333333,-0.0008200908340212751
T2024,Diogo Meireles Costa,Portugal,False,FREE,LONG,provider_target_geometry,103,103,1.0,0.02912621359223301,0.6666666666666666,0.7928395061728395,-0.003738059390752904
T2024,Diogo Meireles Costa,Portugal,False,FREE,MEDIUM,provider_target_geometry,103,103,1.0,0.22330097087378642,0.8695652173913043,0.8541462174088401,-0.0033555547885141617
T2024,Diogo Meireles Costa,Portugal,False,FREE,SHORT,provider_target_geometry,103,103,1.0,0.7087378640776699,1.0,0.8586806306208163,-0.0029334522785469113
T2024,Diogo Meireles Costa,Portugal,False,FREE,VERY_LONG,provider_target_geometry,103,103,1.0,0.038834951456310676,0.25,0.7668834812774207,-0.004166919431858776
T2024,Diogo Meireles Costa,Portugal,False,PRESSURED,LONG,provider_target_geometry,18,20,0.9,0.2777777777777778,0.4,0.5963948689347462,-0.007150461518433468
T2024,Diogo Meireles Costa,Portugal,False,PRESSURED,MEDIUM,provider_target_geometry,18,20,0.9,0.2222222222222222,1.0,0.6501859504132231,-0.010443778269775349
T2024,Diogo Meireles Costa,Portugal,False,PRESSURED,SHORT,provider_target_geometry,18,20,0.9,0.5,1.0,0.641782396809409,-0.0091942947447544
T2024,Diogo Meireles Costa,Portugal,True,FREE,MEDIUM,provider_target_geometry,29,30,0.9666666666666667,0.3448275862068966,1.0,0.7038006790622742,-0.007219040551065431
T2024,Diogo Meireles Costa,Portugal,True,FREE,SHORT,provider_target_geometry,29,30,0.9666666666666667,0.6206896551724138,1.0,0.6877403805047282,-0.00660348554352052
T2024,Diogo Meireles Costa,Portugal,True,FREE,VERY_LONG,provider_target_geometry,29,30,0.9666666666666667,0.034482758620689655,0.0,0.7804878048780488,-0.000736615577747964
T2024,Dominik Livaković,Croatia,False,FREE,LONG,provider_target_geometry,52,58,0.896551724137931,0.11538461538461539,0.5,0.7343738581917889,-0.008117034403913658
T2024,Dominik Livaković,Croatia,False,FREE,MEDIUM,provider_target_geometry,52,58,0.896551724137931,0.07692307692307693,1.0,0.8943203193203193,-0.0028173673679118
T2024,Dominik Livaković,Croatia,False,FREE,SHORT,provider_target_geometry,52,58,0.896551724137931,0.7307692307692307,1.0,0.8754793875883058,-0.0028633421464323203
T2024,Dominik Livaković,Croatia,False,FREE,VERY_LONG,provider_target_geometry,52,58,0.896551724137931,0.07692307692307693,0.75,0.7454243468146028,-0.0042538792694667895
T2024,Dominik Livaković,Croatia,False,PRESSURED,LONG,provider_target_geometry,12,16,0.75,0.5833333333333334,0.2857142857142857,0.6564417177914111,-0.005231109485196865
T2024,Dominik Livaković,Croatia,False,PRESSURED,MEDIUM,provider_target_geometry,12,16,0.75,0.16666666666666666,1.0,0.656441717791411,-0.009186689842961636
T2024,Dominik Livaković,Croatia,False,PRESSURED,SHORT,provider_target_geometry,12,16,0.75,0.25,1.0,0.656441717791411,-0.005877789861058014
T2024,Dominik Livaković,Croatia,True,FREE,LONG,provider_target_geometry,13,15,0.8666666666666667,0.07692307692307693,1.0,0.7559055118110236,-0.0023117351227042076
T2024,Dominik Livaković,Croatia,True,FREE,MEDIUM,provider_target_geometry,13,15,0.8666666666666667,0.15384615384615385,1.0,0.7,-0.0048721385907101004
T2024,Dominik Livaković,Croatia,True,FREE,SHORT,provider_target_geometry,13,15,0.8666666666666667,0.6153846153846154,1.0,0.7362707106588483,-0.0032544401493862646
T2024,Dominik Livaković,Croatia,True,FREE,VERY_LONG,provider_target_geometry,13,15,0.8666666666666667,0.15384615384615385,1.0,0.6869165110696185,-0.006785932923027983
T2024,Ethan Horvath,United States,False,FREE,LONG,provider_target_geometry,8,12,0.6666666666666666,0.125,0.0,0.7107438016528925,-0.004246316525620443
T2024,Ethan Horvath,United States,False,FREE,MEDIUM,provider_target_geometry,8,12,0.6666666666666666,0.125,1.0,0.7804878048780488,-0.008118420498966251
T2024,Ethan Horvath,United States,False,FREE,VERY_LONG,provider_target_geometry,8,12,0.6666666666666666,0.75,0.16666666666666666,0.7476332678845612,-0.0017793576289711216
T2024,Ethan Horvath,United States,False,PRESSURED,LONG,provider_target_geometry,1,2,0.5,1.0,1.0,0.7107438016528925,-0.013547891115562608
T2024,Ethan Horvath,United States,True,FREE,VERY_LONG,provider_target_geometry,2,6,0.3333333333333333,1.0,0.0,0.7107438016528925,-0.002724428819779365
T2024,Fehmi Mert Günok,Turkey,False,FREE,LONG,provider_target_geometry,73,76,0.9605263157894737,0.1232876712328767,0.4444444444444444,0.7264258503535999,-0.005621065779163004
T2024,Fehmi Mert Günok,Turkey,False,FREE,MEDIUM,provider_target_geometry,73,76,0.9605263157894737,0.2191780821917808,1.0,0.9150773636174097,-0.003578075981570838
T2024,Fehmi Mert Günok,Turkey,False,FREE,SHORT,provider_target_geometry,73,76,0.9605263157894737,0.4246575342465753,1.0,0.8095644401108927,-0.005133628441772975
T2024,Fehmi Mert Günok,Turkey,False,FREE,VERY_LONG,provider_target_geometry,73,76,0.9605263157894737,0.2328767123287671,0.23529411764705882,0.7782134230415425,-0.0049005095289426336
T2024,Fehmi Mert Günok,Turkey,False,PRESSURED,LONG,provider_target_geometry,21,21,1.0,0.5238095238095238,0.36363636363636365,0.6101486503712505,-0.009219402064722208
T2024,Fehmi Mert Günok,Turkey,False,PRESSURED,MEDIUM,provider_target_geometry,21,21,1.0,0.09523809523809523,1.0,0.7015257469802925,-0.011895399832487833
T2024,Fehmi Mert Günok,Turkey,False,PRESSURED,SHORT,provider_target_geometry,21,21,1.0,0.19047619047619047,1.0,0.6721916898802103,-0.00920843617040892
T2024,Fehmi Mert Günok,Turkey,False,PRESSURED,VERY_LONG,provider_target_geometry,21,21,1.0,0.19047619047619047,0.5,0.6675826625439103,-0.005471236141439935
T2024,Fehmi Mert Günok,Turkey,True,FREE,LONG,provider_target_geometry,30,30,1.0,0.36666666666666664,0.2727272727272727,0.6792409896432078,-0.005739927273647999
T2024,Fehmi Mert Günok,Turkey,True,FREE,MEDIUM,provider_target_geometry,30,30,1.0,0.16666666666666666,1.0,0.6974456735595639,-0.0043598287699198185
T2024,Fehmi Mert Günok,Turkey,True,FREE,SHORT,provider_target_geometry,30,30,1.0,0.26666666666666666,1.0,0.705292255837494,-0.004475136652033765
T2024,Fehmi Mert Günok,Turkey,True,FREE,VERY_LONG,provider_target_geometry,30,30,1.0,0.2,0.5,0.6487268229354028,-0.007655682266595261
T2024,Florin Constantin Niţă,Romania,False,FREE,LONG,provider_target_geometry,82,89,0.9213483146067416,0.45121951219512196,0.5405405405405406,0.6921248322734737,-0.005987616865069162
T2024,Florin Constantin Niţă,Romania,False,FREE,MEDIUM,provider_target_geometry,82,89,0.9213483146067416,0.10975609756097561,1.0,0.8916496934428986,-0.001413561397730049
T2024,Florin Constantin Niţă,Romania,False,FREE,SHORT,provider_target_geometry,82,89,0.9213483146067416,0.3902439024390244,1.0,0.810244152528671,-0.003560797047284277
T2024,Florin Constantin Niţă,Romania,False,FREE,VERY_LONG,provider_target_geometry,82,89,0.9213483146067416,0.04878048780487805,0.5,0.3911299435028249,-0.01357926858675821
T2024,Florin Constantin Niţă,Romania,False,PRESSURED,LONG,provider_target_geometry,8,11,0.7272727272727273,0.5,0.75,0.656441717791411,-0.011360031355351154
T2024,Florin Constantin Niţă,Romania,False,PRESSURED,MEDIUM,provider_target_geometry,8,11,0.7272727272727273,0.25,0.5,0.6432208588957056,-0.010336207102212834
T2024,Florin Constantin Niţă,Romania,False,PRESSURED,SHORT,provider_target_geometry,8,11,0.7272727272727273,0.125,1.0,0.63,-0.0033445269009752324
T2024,Florin Constantin Niţă,Romania,False,PRESSURED,VERY_LONG,provider_target_geometry,8,11,0.7272727272727273,0.125,1.0,0.656441717791411,-0.014465945419073527
T2024,Florin Constantin Niţă,Romania,True,FREE,LONG,provider_target_geometry,38,46,0.8260869565217391,0.631578947368421,0.5416666666666666,0.7094764462002722,-0.006150044422009618
T2024,Florin Constantin Niţă,Romania,True,FREE,MEDIUM,provider_target_geometry,38,46,0.8260869565217391,0.07894736842105263,1.0,0.6868708298494632,-0.008755450991795666
T2024,Florin Constantin Niţă,Romania,True,FREE,SHORT,provider_target_geometry,38,46,0.8260869565217391,0.18421052631578946,1.0,0.679926449062542,-0.007595945235788692
T2024,Florin Constantin Niţă,Romania,True,FREE,VERY_LONG,provider_target_geometry,38,46,0.8260869565217391,0.10526315789473684,0.5,0.6679905199455903,-0.008053260446005527
T2024,Gabriel Arias Arroyo,Chile,False,FREE,LONG,provider_target_geometry,24,34,0.7058823529411765,0.041666666666666664,1.0,0.5957446808510638,-0.006278202723815612
T2024,Gabriel Arias Arroyo,Chile,False,FREE,SHORT,provider_target_geometry,24,34,0.7058823529411765,0.75,1.0,0.8177748408396861,-0.004817876311272208
T2024,Gabriel Arias Arroyo,Chile,False,FREE,VERY_LONG,provider_target_geometry,24,34,0.7058823529411765,0.20833333333333334,1.0,0.7911210073710075,-0.003926207732923464
T2024,Gabriel Arias Arroyo,Chile,False,PRESSURED,SHORT,provider_target_geometry,1,2,0.5,1.0,1.0,0.5957446808510638,-0.007515815653220608
T2024,Gabriel Arias Arroyo,Chile,True,FREE,SHORT,provider_target_geometry,5,8,0.625,0.8,1.0,0.6872390327695561,-0.002214463610118192
T2024,Gabriel Arias Arroyo,Chile,True,FREE,VERY_LONG,provider_target_geometry,5,8,0.625,0.2,1.0,0.6395348837209304,-0.0019614066723767087
T2024,Gianluigi Donnarumma,Italy,False,FREE,LONG,provider_target_geometry,67,68,0.9852941176470589,0.14925373134328357,0.4,0.7772675739294874,-0.004222778203098082
T2024,Gianluigi Donnarumma,Italy,False,FREE,MEDIUM,provider_target_geometry,67,68,0.9852941176470589,0.11940298507462686,1.0,0.8010388583610843,-0.00437769653188403
T2024,Gianluigi Donnarumma,Italy,False,FREE,SHORT,provider_target_geometry,67,68,0.9852941176470589,0.7014925373134329,1.0,0.8392242003453373,-0.003825315146267399
T2024,Gianluigi Donnarumma,Italy,False,FREE,VERY_LONG,provider_target_geometry,67,68,0.9852941176470589,0.029850746268656716,0.5,0.7414478501935349,-0.0073314346657884655
T2024,Gianluigi Donnarumma,Italy,False,PRESSURED,LONG,provider_target_geometry,16,16,1.0,0.375,0.5,0.6706587812203471,-0.006998172381904842
T2024,Gianluigi Donnarumma,Italy,False,PRESSURED,MEDIUM,provider_target_geometry,16,16,1.0,0.1875,0.6666666666666666,0.7107438016528925,-0.002017491077329734
T2024,Gianluigi Donnarumma,Italy,False,PRESSURED,SHORT,provider_target_geometry,16,16,1.0,0.4375,1.0,0.6763852127107108,-0.012837044513906654
T2024,Gianluigi Donnarumma,Italy,True,FREE,LONG,provider_target_geometry,16,16,1.0,0.1875,0.3333333333333333,0.7537059900557684,-0.003252435769005761
T2024,Gianluigi Donnarumma,Italy,True,FREE,MEDIUM,provider_target_geometry,16,16,1.0,0.1875,1.0,0.7088675938489372,-0.006074688794055087
