cohort,keeper,team,pressure,sample_n,choice_n,choice_coverage,short_pct,medium_pct,direct_pct,retention,xR,target_identifiable_n,left_pct,central_pct,right_pct
PL1516,Kasper Schmeichel,Leicester City,FREE,1168,877,0.7508561643835616,9.464082098061574,10.946408209806158,79.58950969213227,0.535958904109589,0.6309100845864271,877,28.96237172177879,28.62029646522235,42.41733181299886
PL1516,Kasper Schmeichel,Leicester City,PRESSURED,47,37,0.7872340425531915,8.108108108108109,8.108108108108109,83.78378378378379,0.574468085106383,0.49373887022570817,37,45.94594594594595,27.027027027027028,27.027027027027028
T2024,Jordan Pickford,England,FREE,253,233,0.9209486166007905,52.78969957081545,16.30901287553648,30.90128755364807,0.7944664031620553,0.8034804851605089,233,25.321888412017167,27.896995708154503,46.78111587982833
T2024,Jordan Pickford,England,PRESSURED,51,50,0.9803921568627451,34.0,10.0,56.00000000000001,0.6078431372549019,0.6507006040860449,50,32.0,36.0,32.0
WSL2021,Grace Moloney,Reading WFC,FREE,853,777,0.9109026963657679,61.64736164736164,16.85971685971686,21.492921492921493,0.8147713950762017,0.7862091432071773,777,37.58043758043758,32.3037323037323,30.115830115830118
WSL2021,Grace Moloney,Reading WFC,PRESSURED,60,54,0.9,57.407407407407405,18.51851851851852,24.074074074074073,0.75,0.6034184545679697,54,29.629629629629626,37.03703703703704,33.33333333333333
