cohort,keeper,team,goal_kick,pressure_state,realized_bin,n,retention,xR,value
PL1516,Ádám Bogdán,Liverpool,False,FREE,LONG,12,0.4166666666666667,0.6459439648632738,-0.006033093685721314
PL1516,Ádám Bogdán,Liverpool,False,FREE,MEDIUM,2,1.0,0.8403826787512588,-0.005077413154059324
PL1516,Ádám Bogdán,Liverpool,False,FREE,SHORT,11,1.0,0.86492043981338,-0.0027032561604727534
PL1516,Ádám Bogdán,Liverpool,False,FREE,VERY_LONG,5,0.4,0.7175150674524866,-0.0045544156602119
PL1516,Ádám Bogdán,Liverpool,False,PRESSURED,LONG,1,1.0,0.5128205128205128,-0.0079342365028099
PL1516,Ádám Bogdán,Liverpool,True,FREE,LONG,7,0.42857142857142855,0.634514770993033,-0.0040227274343604255
PL1516,Ádám Bogdán,Liverpool,True,FREE,MEDIUM,2,0.5,0.6159254952028214,-0.00286625514686303
PL1516,Ádám Bogdán,Liverpool,True,FREE,SHORT,4,1.0,0.5964823850636463,-0.005135560363277144
PL1516,Ádám Bogdán,Liverpool,True,FREE,VERY_LONG,4,0.25,0.6276952227357288,-0.0027631590495789354
PL1516,Łukasz Fabiański,Swansea City,False,FREE,LONG,266,0.5714285714285714,0.6349068387696107,-0.005742924360482061
PL1516,Łukasz Fabiański,Swansea City,False,FREE,MEDIUM,127,0.889763779527559,0.7800070028403432,-0.003168407625173379
PL1516,Łukasz Fabiański,Swansea City,False,FREE,SHORT,344,0.9912790697674418,0.7767260667947535,-0.003517842625700353
PL1516,Łukasz Fabiański,Swansea City,False,FREE,VERY_LONG,90,0.4444444444444444,0.5866789743785811,-0.0062007566930879525
PL1516,Łukasz Fabiański,Swansea City,False,PRESSURED,LONG,46,0.41304347826086957,0.5002667708689416,-0.008374710275057972
PL1516,Łukasz Fabiański,Swansea City,False,PRESSURED,MEDIUM,16,0.4375,0.48798414306893884,-0.008472188454064599
PL1516,Łukasz Fabiański,Swansea City,False,PRESSURED,SHORT,12,0.9166666666666666,0.5015674162638784,-0.007705320472666006
PL1516,Łukasz Fabiański,Swansea City,False,PRESSURED,VERY_LONG,2,0.0,0.4754983388704319,-0.008749790782810131
PL1516,Łukasz Fabiański,Swansea City,True,FREE,LONG,153,0.5882352941176471,0.5897430343762726,-0.0038663594517559866
PL1516,Łukasz Fabiański,Swansea City,True,FREE,MEDIUM,23,0.8695652173913043,0.6075475453899228,-0.003551572609560018
PL1516,Łukasz Fabiański,Swansea City,True,FREE,SHORT,48,1.0,0.6135684479960924,-0.0037234310929349476
PL1516,Łukasz Fabiański,Swansea City,True,FREE,VERY_LONG,75,0.3466666666666667,0.5830129771485316,-0.0041828732562983455
T2024,Alexander Domínguez Carabalí,Ecuador,False,FREE,LONG,5,0.8,0.6907853962896212,-0.006929684899490675
T2024,Alexander Domínguez Carabalí,Ecuador,False,FREE,MEDIUM,10,0.8,0.8222445198682988,-0.003981584327262656
T2024,Alexander Domínguez Carabalí,Ecuador,False,FREE,SHORT,27,1.0,0.8211666143558629,-0.004871947751376658
T2024,Alexander Domínguez Carabalí,Ecuador,False,FREE,VERY_LONG,23,0.2608695652173913,0.635394960958965,-0.008537728120295794
T2024,Alexander Domínguez Carabalí,Ecuador,False,PRESSURED,LONG,4,0.0,0.6700172387567814,-0.005653569999158089
T2024,Alexander Domínguez Carabalí,Ecuador,False,PRESSURED,MEDIUM,3,1.0,0.668906801055078,-0.010851982588501938
T2024,Alexander Domínguez Carabalí,Ecuador,False,PRESSURED,SHORT,2,1.0,0.6751393426869114,-0.006687827033675645
T2024,Alexander Domínguez Carabalí,Ecuador,False,PRESSURED,VERY_LONG,5,0.4,0.6626417771338381,-0.011020256451108542
T2024,Alexander Domínguez Carabalí,Ecuador,True,FREE,LONG,4,0.5,0.7203203394436806,-0.0025953883018401203
T2024,Alexander Domínguez Carabalí,Ecuador,True,FREE,MEDIUM,1,1.0,0.7,-0.0018873377992865694
T2024,Alexander Domínguez Carabalí,Ecuador,True,FREE,SHORT,10,1.0,0.7153052239656004,-0.00519968019999566
T2024,Alexander Domínguez Carabalí,Ecuador,True,FREE,VERY_LONG,10,0.3,0.7017028636365985,-0.003951437331547928
T2024,Alisson Ramsés Becker,Brazil,False,FREE,LONG,3,0.6666666666666666,0.807625913994989,-0.005005759196353599
T2024,Alisson Ramsés Becker,Brazil,False,FREE,MEDIUM,16,0.9375,0.8613527932131908,-0.002592168402049515
T2024,Alisson Ramsés Becker,Brazil,False,FREE,SHORT,65,0.9846153846153847,0.8224132401113537,-0.003861290392491063
T2024,Alisson Ramsés Becker,Brazil,False,FREE,VERY_LONG,6,0.5,0.7839706998539223,-0.0042319892757717165
T2024,Alisson Ramsés Becker,Brazil,False,PRESSURED,LONG,1,1.0,0.7107438016528925,-0.006232472219780886
T2024,Alisson Ramsés Becker,Brazil,False,PRESSURED,MEDIUM,4,1.0,0.658715362177929,-0.007850209786013515
T2024,Alisson Ramsés Becker,Brazil,False,PRESSURED,SHORT,13,0.8461538461538461,0.6639071915519748,-0.008570140927791096
T2024,Alisson Ramsés Becker,Brazil,False,PRESSURED,VERY_LONG,1,1.0,0.63,-0.0041971029110462275
T2024,Alisson Ramsés Becker,Brazil,True,FREE,LONG,1,1.0,0.7384615384615385,-0.002530285694261984
T2024,Alisson Ramsés Becker,Brazil,True,FREE,MEDIUM,2,0.5,0.6607906200382689,-0.00741589021667291
T2024,Alisson Ramsés Becker,Brazil,True,FREE,SHORT,18,1.0,0.7258275021164562,-0.006398887980695918
T2024,Alisson Ramsés Becker,Brazil,True,FREE,VERY_LONG,3,0.6666666666666666,0.7659510357815442,-0.005768051748917401
T2024,Altay Bayındır,Turkey,False,FREE,LONG,4,0.5,0.8311949685534592,-0.0015630237337887823
T2024,Altay Bayındır,Turkey,False,FREE,MEDIUM,5,1.0,0.8321666666666667,-0.001538423076031572
T2024,Altay Bayındır,Turkey,False,FREE,SHORT,13,1.0,0.8557353652636672,-0.0024807488192605397
T2024,Altay Bayındır,Turkey,False,FREE,VERY_LONG,2,0.5,0.8411949685534592,-0.0011171737844046581
T2024,Altay Bayındır,Turkey,False,PRESSURED,LONG,1,0.0,0.6470588235294118,-0.012168083056850753
T2024,Altay Bayındır,Turkey,False,PRESSURED,MEDIUM,2,0.5,0.6385294117647059,-0.00717380982963944
T2024,Altay Bayındır,Turkey,False,PRESSURED,SHORT,4,1.0,0.6385294117647059,-0.007376831660026579
T2024,Altay Bayındır,Turkey,False,PRESSURED,VERY_LONG,1,0.0,0.6470588235294118,-0.008208109352947253
T2024,Altay Bayındır,Turkey,True,FREE,SHORT,3,1.0,0.7445751633986929,-0.005842807338805769
T2024,Anatolii Trubin,Ukraine,False,FREE,LONG,10,0.5,0.7792093986107274,-0.004587102044364448
T2024,Anatolii Trubin,Ukraine,False,FREE,MEDIUM,4,0.75,0.8222784918979145,-0.004492945483849795
T2024,Anatolii Trubin,Ukraine,False,FREE,SHORT,36,1.0,0.8397723314662344,-0.004030399149355381
T2024,Anatolii Trubin,Ukraine,False,PRESSURED,LONG,2,0.0,0.656441717791411,-0.008030354185952653
T2024,Anatolii Trubin,Ukraine,False,PRESSURED,MEDIUM,1,0.0,0.656441717791411,-0.014465945419073527
T2024,Anatolii Trubin,Ukraine,False,PRESSURED,SHORT,4,1.0,0.6109189400861506,-0.012746206307821065
T2024,Anatolii Trubin,Ukraine,True,FREE,LONG,4,0.25,0.6328140415210839,-0.008530878695087693
T2024,Anatolii Trubin,Ukraine,True,FREE,MEDIUM,4,1.0,0.6718164644900332,-0.008528625190019304
T2024,Anatolii Trubin,Ukraine,True,FREE,SHORT,3,1.0,0.7146646952982124,-0.0027430437640317447
T2024,Anatolii Trubin,Ukraine,True,FREE,VERY_LONG,2,0.5,0.6481256508156891,-0.007114464295930167
T2024,Andriy Lunin,Ukraine,False,FREE,MEDIUM,2,0.5,0.8966666666666667,-0.004151470437613799
T2024,Andriy Lunin,Ukraine,False,FREE,SHORT,15,1.0,0.8749853249475892,-0.0019177163373545034
T2024,Andriy Lunin,Ukraine,False,PRESSURED,MEDIUM,1,1.0,0.63,-0.008648180574846991
T2024,Andriy Lunin,Ukraine,False,PRESSURED,SHORT,1,1.0,0.7333333333333333,-0.00028935323267221136
T2024,Andriy Lunin,Ukraine,True,FREE,SHORT,4,1.0,0.7783333333333333,-0.0035990308557726997
T2024,Angus Gunn,Scotland,False,FREE,LONG,29,0.5517241379310345,0.7673562050449904,-0.003943387573881998
T2024,Angus Gunn,Scotland,False,FREE,MEDIUM,2,1.0,0.8854307116104869,-0.003110817633576572
T2024,Angus Gunn,Scotland,False,FREE,SHORT,33,1.0,0.8679088595399521,-0.0029731297869532926
T2024,Angus Gunn,Scotland,False,FREE,VERY_LONG,8,0.75,0.6787012387886552,-0.007466254775716543
T2024,Angus Gunn,Scotland,False,PRESSURED,LONG,14,0.5,0.6321397386267719,-0.009378398005622032
T2024,Angus Gunn,Scotland,False,PRESSURED,MEDIUM,3,0.3333333333333333,0.5245235892691952,-0.011003262744480225
T2024,Angus Gunn,Scotland,False,PRESSURED,SHORT,3,1.0,0.6388645690834474,-0.010790924282589152
T2024,Angus Gunn,Scotland,False,PRESSURED,VERY_LONG,1,1.0,0.6470588235294118,-0.00533063025356107
T2024,Angus Gunn,Scotland,True,FREE,LONG,4,0.5,0.6546090708197412,-0.00456055541343262
T2024,Angus Gunn,Scotland,True,FREE,SHORT,2,1.0,0.6816666666666666,-0.0024818851633685115
T2024,Angus Gunn,Scotland,True,FREE,VERY_LONG,16,0.4375,0.6746249237861142,-0.0036017660580878264
T2024,Bart Verbruggen,Netherlands,False,FREE,LONG,33,0.6363636363636364,0.7257097477851294,-0.006287803749780372
T2024,Bart Verbruggen,Netherlands,False,FREE,MEDIUM,19,0.9473684210526315,0.7906568721630491,-0.004365412000641497
T2024,Bart Verbruggen,Netherlands,False,FREE,SHORT,104,1.0,0.8049174783343322,-0.00472845749366329
T2024,Bart Verbruggen,Netherlands,False,FREE,VERY_LONG,8,0.5,0.766194159610438,-0.006265327108083658
T2024,Bart Verbruggen,Netherlands,False,PRESSURED,LONG,6,0.5,0.6227673849315483,-0.00837370199726419
T2024,Bart Verbruggen,Netherlands,False,PRESSURED,MEDIUM,5,1.0,0.6892496460594619,-0.006783931809872473
T2024,Bart Verbruggen,Netherlands,False,PRESSURED,SHORT,10,1.0,0.6482457781508437,-0.007758103936182488
T2024,Bart Verbruggen,Netherlands,False,PRESSURED,VERY_LONG,1,1.0,0.6108374384236454,-0.012710385471251286
T2024,Bart Verbruggen,Netherlands,True,FREE,LONG,3,0.6666666666666666,0.71279065337409,-0.004705649036560578
T2024,Bart Verbruggen,Netherlands,True,FREE,MEDIUM,1,1.0,0.6108374384236454,-0.009006749536441039
T2024,Bart Verbruggen,Netherlands,True,FREE,SHORT,12,1.0,0.7173084381260316,-0.005139096807935852
T2024,Bart Verbruggen,Netherlands,True,FREE,VERY_LONG,6,0.6666666666666666,0.6607906200382689,-0.005244328288845793
T2024,Camilo Andrés Vargas Gil,Colombia,False,FREE,LONG,21,0.5714285714285714,0.6267005566951352,-0.008647026639775988
T2024,Camilo Andrés Vargas Gil,Colombia,False,FREE,MEDIUM,13,0.9230769230769231,0.8289837426109842,-0.003737036463317441
T2024,Camilo Andrés Vargas Gil,Colombia,False,FREE,SHORT,73,1.0,0.8225949365097319,-0.004336955209676711
T2024,Camilo Andrés Vargas Gil,Colombia,False,FREE,VERY_LONG,24,0.20833333333333334,0.7134506984679988,-0.0065950922138438015
T2024,Camilo Andrés Vargas Gil,Colombia,False,PRESSURED,LONG,12,0.4166666666666667,0.6654610855515684,-0.008714125053335037
T2024,Camilo Andrés Vargas Gil,Colombia,False,PRESSURED,MEDIUM,3,0.6666666666666666,0.7107438016528925,-0.008753324989616338
T2024,Camilo Andrés Vargas Gil,Colombia,False,PRESSURED,SHORT,3,1.0,0.6774416805764768,-0.011762872249180378
T2024,Camilo Andrés Vargas Gil,Colombia,False,PRESSURED,VERY_LONG,5,0.2,0.6907625290070432,-0.009205944963836598
T2024,Camilo Andrés Vargas Gil,Colombia,True,FREE,LONG,4,0.75,0.7635459762444949,-0.0049282864132248186
T2024,Camilo Andrés Vargas Gil,Colombia,True,FREE,MEDIUM,3,1.0,0.7432656051270298,-0.005889730955705594
T2024,Camilo Andrés Vargas Gil,Colombia,True,FREE,SHORT,21,1.0,0.7220999795392464,-0.005031271326124279
T2024,Camilo Andrés Vargas Gil,Colombia,True,FREE,VERY_LONG,31,0.4838709677419355,0.7042993732307649,-0.007831681790665903
T2024,Claudio Andrés Bravo Muñoz,Chile,False,FREE,LONG,10,0.3,0.7915701590206765,-0.003306620084344065
T2024,Claudio Andrés Bravo Muñoz,Chile,False,FREE,MEDIUM,15,0.9333333333333333,0.8628688898234818,-0.0028771945133481964
T2024,Claudio Andrés Bravo Muñoz,Chile,False,FREE,SHORT,17,1.0,0.8227697484334875,-0.0033328998274245888
T2024,Claudio Andrés Bravo Muñoz,Chile,False,FREE,VERY_LONG,12,0.3333333333333333,0.743896088013079,-0.004550801284737604
T2024,Claudio Andrés Bravo Muñoz,Chile,False,PRESSURED,LONG,3,0.6666666666666666,0.7107438016528925,-0.013547891115562608
T2024,Claudio Andrés Bravo Muñoz,Chile,False,PRESSURED,MEDIUM,3,0.6666666666666666,0.6229112334589009,-0.008696014421976123
T2024,Claudio Andrés Bravo Muñoz,Chile,False,PRESSURED,SHORT,1,1.0,0.7107438016528925,-0.013547891115562608
T2024,Claudio Andrés Bravo Muñoz,Chile,True,FREE,LONG,2,1.0,0.7594746716697937,-0.004025462041764622
T2024,Claudio Andrés Bravo Muñoz,Chile,True,FREE,MEDIUM,1,1.0,0.6108374384236454,-0.010653207799568718
T2024,Claudio Andrés Bravo Muñoz,Chile,True,FREE,SHORT,6,1.0,0.7445910420561854,-0.00588649738045328
T2024,Claudio Andrés Bravo Muñoz,Chile,True,FREE,VERY_LONG,7,0.14285714285714285,0.710394569767829,-0.004639148257490005
T2024,Damián Emiliano Martínez,Argentina,False,FREE,LONG,11,0.2727272727272727,0.7527933339778824,-0.004827179035231979
T2024,Damián Emiliano Martínez,Argentina,False,FREE,MEDIUM,12,1.0,0.900758536591765,-0.003638424198190252
T2024,Damián Emiliano Martínez,Argentina,False,FREE,SHORT,109,1.0,0.8436735272466146,-0.004027742905178941
T2024,Damián Emiliano Martínez,Argentina,False,FREE,VERY_LONG,24,0.5,0.5525322508904683,-0.010303554055402236
T2024,Damián Emiliano Martínez,Argentina,False,PRESSURED,LONG,5,0.2,0.6459199706986539,-0.008413729508000598
T2024,Damián Emiliano Martínez,Argentina,False,PRESSURED,MEDIUM,4,0.75,0.6412674585563243,-0.011472517422761504
T2024,Damián Emiliano Martínez,Argentina,False,PRESSURED,SHORT,17,1.0,0.6443419806116972,-0.007568269464116628
T2024,Damián Emiliano Martínez,Argentina,False,PRESSURED,VERY_LONG,1,1.0,0.656441717791411,-0.004230631614039423
T2024,Damián Emiliano Martínez,Argentina,True,FREE,LONG,1,0.0,0.6567164179104478,-0.010271317457010626
T2024,Damián Emiliano Martínez,Argentina,True,FREE,MEDIUM,3,1.0,0.7222222222222222,-0.005628204858834651
T2024,Damián Emiliano Martínez,Argentina,True,FREE,SHORT,15,1.0,0.7160047678856114,-0.004742148414312876
T2024,Damián Emiliano Martínez,Argentina,True,FREE,VERY_LONG,15,0.4666666666666667,0.6723231574483174,-0.006783664844820929
T2024,David Raya Martin,Spain,False,FREE,LONG,3,0.3333333333333333,0.7933333333333333,-0.0028051486931408207
T2024,David Raya Martin,Spain,False,FREE,MEDIUM,7,1.0,0.9042857142857142,-0.0033510669560621576
T2024,David Raya Martin,Spain,False,FREE,SHORT,21,1.0,0.8454657082958971,-0.0027489306798609307
T2024,David Raya Martin,Spain,False,FREE,VERY_LONG,2,0.5,0.36666666666666664,-0.016864680426748043
T2024,David Raya Martin,Spain,False,PRESSURED,SHORT,3,1.0,0.635686274509804,-0.012132450820624169
T2024,David Raya Martin,Spain,True,FREE,LONG,2,1.0,0.6385294117647059,-0.010974546701091303
T2024,David Raya Martin,Spain,True,FREE,SHORT,1,1.0,0.7933333333333333,0.0004995170207045168
T2024,David Raya Martin,Spain,True,FREE,VERY_LONG,1,1.0,0.63,-0.011190161121982706
T2024,Dayne Tristan St. Clair,Canada,False,FREE,LONG,4,0.25,0.7072727272727273,-0.005470655369174203
T2024,Dayne Tristan St. Clair,Canada,False,FREE,SHORT,13,1.0,0.8765856313497823,-0.0031106676886203475
T2024,Dayne Tristan St. Clair,Canada,False,FREE,VERY_LONG,1,0.0,0.7933333333333333,-0.003441690915981634
T2024,Dayne Tristan St. Clair,Canada,False,PRESSURED,LONG,2,0.0,0.6385294117647059,-0.008419712983859098
T2024,Dayne Tristan St. Clair,Canada,False,PRESSURED,SHORT,2,1.0,0.6901960784313725,-0.007843561125078238
T2024,Dayne Tristan St. Clair,Canada,False,PRESSURED,VERY_LONG,1,0.0,0.6470588235294118,-0.006575076223386741
T2024,Dayne Tristan St. Clair,Canada,True,FREE,LONG,1,0.0,0.7333333333333333,-0.0008200908340212751
T2024,Dayne Tristan St. Clair,Canada,True,FREE,VERY_LONG,1,0.0,0.6470588235294118,-0.010822234525761028
T2024,Diogo Meireles Costa,Portugal,False,FREE,LONG,4,0.5,0.792962962962963,-0.0027963751710980153
T2024,Diogo Meireles Costa,Portugal,False,FREE,MEDIUM,22,0.9090909090909091,0.8569104394122721,-0.0035093835283496536
T2024,Diogo Meireles Costa,Portugal,False,FREE,SHORT,73,1.0,0.8586806306208163,-0.002933452278546911
T2024,Diogo Meireles Costa,Portugal,False,FREE,VERY_LONG,4,0.25,0.7668834812774207,-0.004166919431858776
T2024,Diogo Meireles Costa,Portugal,False,PRESSURED,LONG,5,0.4,0.6458650306748466,-0.007841991610147675
T2024,Diogo Meireles Costa,Portugal,False,PRESSURED,MEDIUM,5,0.8,0.6514371038888607,-0.00908226438265194
T2024,Diogo Meireles Costa,Portugal,False,PRESSURED,SHORT,9,1.0,0.641782396809409,-0.009194294744754397
T2024,Diogo Meireles Costa,Portugal,False,PRESSURED,VERY_LONG,1,0.0,0.4090909090909091,-0.008566583171007641
T2024,Diogo Meireles Costa,Portugal,True,FREE,MEDIUM,10,1.0,0.7038006790622742,-0.007219040551065431
T2024,Diogo Meireles Costa,Portugal,True,FREE,SHORT,18,1.0,0.6877403805047283,-0.00660348554352052
T2024,Diogo Meireles Costa,Portugal,True,FREE,VERY_LONG,2,0.0,0.7186021113942482,-0.002788266286777058
T2024,Dominik Livaković,Croatia,False,FREE,LONG,9,0.3333333333333333,0.7426271415472274,-0.006517714841189995
T2024,Dominik Livaković,Croatia,False,FREE,MEDIUM,4,1.0,0.8943203193203193,-0.0028173673679118
T2024,Dominik Livaković,Croatia,False,FREE,SHORT,38,1.0,0.8754793875883058,-0.0028633421464323203
T2024,Dominik Livaković,Croatia,False,FREE,VERY_LONG,7,0.5714285714285714,0.7468180508370796,-0.0028607699607935454
T2024,Dominik Livaković,Croatia,False,PRESSURED,LONG,10,0.3,0.654751034384363,-0.005904862260690251
T2024,Dominik Livaković,Croatia,False,PRESSURED,MEDIUM,3,0.6666666666666666,0.656441717791411,-0.010232662393950391
T2024,Dominik Livaković,Croatia,False,PRESSURED,SHORT,3,1.0,0.656441717791411,-0.005877789861058014
T2024,Dominik Livaković,Croatia,True,FREE,LONG,1,1.0,0.7559055118110236,-0.0023117351227042076
T2024,Dominik Livaković,Croatia,True,FREE,MEDIUM,2,1.0,0.7,-0.0048721385907101004
T2024,Dominik Livaković,Croatia,True,FREE,SHORT,8,1.0,0.7362707106588483,-0.003254440149386264
T2024,Dominik Livaković,Croatia,True,FREE,VERY_LONG,4,0.5,0.682568684982662,-0.0065689309799472195
T2024,Ethan Horvath,United States,False,FREE,LONG,1,0.0,0.7107438016528925,-0.004246316525620443
T2024,Ethan Horvath,United States,False,FREE,MEDIUM,3,0.3333333333333333,0.7845227341162301,-0.005994662673444688
T2024,Ethan Horvath,United States,False,FREE,VERY_LONG,8,0.125,0.7384109013266441,-0.0024000367355123393
T2024,Ethan Horvath,United States,False,PRESSURED,LONG,2,0.5,0.7107438016528925,-0.009890181667671747
T2024,Ethan Horvath,United States,True,FREE,VERY_LONG,6,0.0,0.7377567246746848,-0.0019545182381435038
T2024,Fehmi Mert Günok,Turkey,False,FREE,LONG,9,0.4444444444444444,0.7471319365567621,-0.004380304635744132
T2024,Fehmi Mert Günok,Turkey,False,FREE,MEDIUM,17,0.9411764705882353,0.9071603307503886,-0.0034720128112426954
T2024,Fehmi Mert Günok,Turkey,False,FREE,SHORT,31,1.0,0.8095644401108927,-0.005133628441772976
T2024,Fehmi Mert Günok,Turkey,False,FREE,VERY_LONG,19,0.21052631578947367,0.7786003802619358,-0.0050264087656763014
T2024,Fehmi Mert Günok,Turkey,False,PRESSURED,LONG,10,0.4,0.6100797715660111,-0.009585720647804467
T2024,Fehmi Mert Günok,Turkey,False,PRESSURED,MEDIUM,2,1.0,0.7015257469802925,-0.011895399832487833
T2024,Fehmi Mert Günok,Turkey,False,PRESSURED,SHORT,4,1.0,0.6721916898802104,-0.009208436170408918
T2024,Fehmi Mert Günok,Turkey,False,PRESSURED,VERY_LONG,5,0.4,0.6562336177198573,-0.005488232159931878
T2024,Fehmi Mert Günok,Turkey,True,FREE,LONG,6,0.5,0.7149732656531942,-0.006635880301040647
T2024,Fehmi Mert Günok,Turkey,True,FREE,MEDIUM,5,1.0,0.6974456735595638,-0.004359828769919819
T2024,Fehmi Mert Günok,Turkey,True,FREE,SHORT,8,1.0,0.705292255837494,-0.004475136652033765
T2024,Fehmi Mert Günok,Turkey,True,FREE,VERY_LONG,11,0.2727272727272727,0.6431065663425943,-0.006296182891223243
T2024,Florin Constantin Niţă,Romania,False,FREE,LONG,37,0.5405405405405406,0.6754896093882509,-0.006562559432462858
T2024,Florin Constantin Niţă,Romania,False,FREE,MEDIUM,10,0.9,0.8758180574319422,-0.0019085139797498853
T2024,Florin Constantin Niţă,Romania,False,FREE,SHORT,32,1.0,0.810244152528671,-0.0035607970472842773
T2024,Florin Constantin Niţă,Romania,False,FREE,VERY_LONG,10,0.2,0.5967440545768279,-0.00875731675578227
T2024,Florin Constantin Niţă,Romania,False,PRESSURED,LONG,5,0.6,0.6069715560513107,-0.01249193232090804
T2024,Florin Constantin Niţă,Romania,False,PRESSURED,MEDIUM,3,0.3333333333333333,0.6324263854050188,-0.00795542753167651
T2024,Florin Constantin Niţă,Romania,False,PRESSURED,SHORT,2,0.5,0.6432208588957056,-0.004787218150747757
T2024,Florin Constantin Niţă,Romania,False,PRESSURED,VERY_LONG,1,1.0,0.656441717791411,-0.014465945419073527
T2024,Florin Constantin Niţă,Romania,True,FREE,LONG,25,0.52,0.705513074626771,-0.006017576087115382
T2024,Florin Constantin Niţă,Romania,True,FREE,MEDIUM,4,0.75,0.694500948474054,-0.0087399517346816
T2024,Florin Constantin Niţă,Romania,True,FREE,SHORT,7,1.0,0.679926449062542,-0.007595945235788691
T2024,Florin Constantin Niţă,Romania,True,FREE,VERY_LONG,10,0.2,0.6962387365604684,-0.0057160388956392
T2024,Gabriel Arias Arroyo,Chile,False,FREE,LONG,2,0.5,0.6828155222437138,-0.006788293509059187
T2024,Gabriel Arias Arroyo,Chile,False,FREE,SHORT,18,1.0,0.8177748408396862,-0.004817876311272207
T2024,Gabriel Arias Arroyo,Chile,False,FREE,VERY_LONG,14,0.42857142857142855,0.6820367939933157,-0.007189968336090217
T2024,Gabriel Arias Arroyo,Chile,False,PRESSURED,LONG,1,0.0,0.5957446808510638,-0.016294948799246898
T2024,Gabriel Arias Arroyo,Chile,False,PRESSURED,SHORT,1,1.0,0.5957446808510638,-0.007515815653220608
T2024,Gabriel Arias Arroyo,Chile,True,FREE,SHORT,4,1.0,0.6872390327695561,-0.002214463610118192
T2024,Gabriel Arias Arroyo,Chile,True,FREE,VERY_LONG,4,0.25,0.6853159558464792,-0.005711213569816969
T2024,Gianluigi Donnarumma,Italy,False,FREE,LONG,10,0.4,0.7772675739294874,-0.004222778203098082
T2024,Gianluigi Donnarumma,Italy,False,FREE,MEDIUM,9,0.8888888888888888,0.7910060742823963,-0.004943482919601479
T2024,Gianluigi Donnarumma,Italy,False,FREE,SHORT,47,1.0,0.8392242003453372,-0.0038253151462673994
T2024,Gianluigi Donnarumma,Italy,False,FREE,VERY_LONG,2,0.5,0.7414478501935349,-0.0073314346657884655
T2024,Gianluigi Donnarumma,Italy,False,PRESSURED,LONG,6,0.5,0.6706587812203472,-0.006998172381904842
T2024,Gianluigi Donnarumma,Italy,False,PRESSURED,MEDIUM,3,0.6666666666666666,0.7107438016528925,-0.002017491077329734
T2024,Gianluigi Donnarumma,Italy,False,PRESSURED,SHORT,7,1.0,0.6763852127107108,-0.012837044513906656
T2024,Gianluigi Donnarumma,Italy,True,FREE,LONG,3,0.3333333333333333,0.7537059900557684,-0.003252435769005761
T2024,Gianluigi Donnarumma,Italy,True,FREE,MEDIUM,3,1.0,0.7088675938489372,-0.006074688794055086
T2024,Gianluigi Donnarumma,Italy,True,FREE,SHORT,10,1.0,0.705140451234805,-0.006453821147516819
T2024,Giorgi Mamardashvili,Georgia,False,FREE,LONG,23,0.34782608695652173,0.7204122059954746,-0.005585889667843109
T2024,Giorgi Mamardashvili,Georgia,False,FREE,MEDIUM,5,0.8,0.914948168629271,0.0008122647675054748
T2024,Giorgi Mamardashvili,Georgia,False,FREE,SHORT,30,0.9666666666666667,0.9050403571880856,-0.002308688930751392
T2024,Giorgi Mamardashvili,Georgia,False,FREE,VERY_LONG,14,0.2857142857142857,0.7411081128067488,-0.004690438342661551
T2024,Giorgi Mamardashvili,Georgia,False,PRESSURED,LONG,1,0.0,0.63,-0.006673287649971912
T2024,Giorgi Mamardashvili,Georgia,False,PRESSURED,MEDIUM,1,1.0,0.656441717791411,-0.01474213823955344
T2024,Giorgi Mamardashvili,Georgia,False,PRESSURED,SHORT,2,1.0,0.656441717791411,-0.012050692839185057
T2024,Giorgi Mamardashvili,Georgia,False,PRESSURED,VERY_LONG,2,0.0,0.6432208588957056,-0.005790882100777085
T2024,Giorgi Mamardashvili,Georgia,True,FREE,LONG,13,0.3076923076923077,0.7064195068587817,-0.004921338804006298
T2024,Giorgi Mamardashvili,Georgia,True,FREE,MEDIUM,3,1.0,0.6897794492106396,-0.00399718970477217
T2024,Giorgi Mamardashvili,Georgia,True,FREE,SHORT,11,1.0,0.6906453922996634,-0.006875083574986626
T2024,Giorgi Mamardashvili,Georgia,True,FREE,VERY_LONG,17,0.23529411764705882,0.6790814195777933,-0.003675567701865951
T2024,Guillermo Viscarra Bruckner,Bolivia,False,FREE,LONG,14,0.35714285714285715,0.7764508487075957,-0.005016640289296137
T2024,Guillermo Viscarra Bruckner,Bolivia,False,FREE,MEDIUM,4,1.0,0.821735718769617,-0.003991764022027145
T2024,Guillermo Viscarra Bruckner,Bolivia,False,FREE,SHORT,15,1.0,0.8749170702691916,-0.002316379968203814
T2024,Guillermo Viscarra Bruckner,Bolivia,False,FREE,VERY_LONG,9,0.1111111111111111,0.7865302844209839,-0.003547536365446054
T2024,Guillermo Viscarra Bruckner,Bolivia,False,PRESSURED,LONG,3,0.3333333333333333,0.6569146005509642,-0.0054504559342943215
T2024,Guillermo Viscarra Bruckner,Bolivia,False,PRESSURED,MEDIUM,1,0.0,0.63,-0.0044075353684195195
T2024,Guillermo Viscarra Bruckner,Bolivia,False,PRESSURED,SHORT,1,1.0,0.63,-0.002867729824086604
T2024,Guillermo Viscarra Bruckner,Bolivia,False,PRESSURED,VERY_LONG,2,0.5,0.6214017521902377,-0.013587780206780854
