cohort,keeper,team,goal_kick,pressure,zone_share_identifiable,shares_sum_to_one
WC2022,Yann Sommer,Switzerland,False,PRESSURED,1.0,True
WC2022,Yann Sommer,Switzerland,True,FREE,1.0,True
WC2022,Yassine Bounou,Morocco,False,FREE,1.0,True
WC2022,Yassine Bounou,Morocco,False,PRESSURED,1.0,True
WC2022,Yassine Bounou,Morocco,True,FREE,1.0,True
WSL2021,Alexandra MacIver,Everton LFC,False,FREE,1.0,True
WSL2021,Alexandra MacIver,Everton LFC,False,PRESSURED,1.0,True
WSL2021,Alexandra MacIver,Everton LFC,True,FREE,1.0,True
WSL2021,Ann-Katrin Berger,Chelsea FCW,False,FREE,1.0,True
WSL2021,Ann-Katrin Berger,Chelsea FCW,False,PRESSURED,1.0,True
WSL2021,Ann-Katrin Berger,Chelsea FCW,True,FREE,0.9999999999999999,True
WSL2021,Aurora Watten Mikalsen,Tottenham Hotspur Women,False,FREE,1.0,True
WSL2021,Aurora Watten Mikalsen,Tottenham Hotspur Women,False,PRESSURED,1.0,True
WSL2021,Aurora Watten Mikalsen,Tottenham Hotspur Women,True,FREE,1.0,True
WSL2021,Benedicte Håland,Bristol City WFC,False,FREE,1.0,True
WSL2021,Benedicte Håland,Bristol City WFC,False,PRESSURED,1.0,True
WSL2021,Benedicte Håland,Bristol City WFC,True,FREE,1.0,True
WSL2021,Carly Mitchell Telford,Chelsea FCW,False,FREE,1.0,True
WSL2021,Carly Mitchell Telford,Chelsea FCW,False,PRESSURED,1.0,True
WSL2021,Carly Mitchell Telford,Chelsea FCW,True,FREE,1.0,True
WSL2021,Cecilie Fiskerstrand,Brighton & Hove Albion WFC,False,FREE,1.0,True
WSL2021,Cecilie Fiskerstrand,Brighton & Hove Albion WFC,False,PRESSURED,1.0,True
WSL2021,Cecilie Fiskerstrand,Brighton & Hove Albion WFC,True,FREE,1.0,True
WSL2021,Courtney Brosnan,West Ham United LFC,False,FREE,1.0,True
WSL2021,Courtney Brosnan,West Ham United LFC,False,PRESSURED,1.0,True
WSL2021,Courtney Brosnan,West Ham United LFC,True,FREE,1.0,True
WSL2021,Ellie Roebuck,Manchester City WFC,False,FREE,1.0,True
WSL2021,Ellie Roebuck,Manchester City WFC,False,PRESSURED,1.0,True
WSL2021,Ellie Roebuck,Manchester City WFC,True,FREE,1.0,True
WSL2021,Grace Moloney,Reading WFC,False,FREE,1.0,True
WSL2021,Grace Moloney,Reading WFC,False,PRESSURED,1.0,True
WSL2021,Grace Moloney,Reading WFC,True,FREE,1.0,True
WSL2021,Hannah Hampton,Birmingham City WFC,False,FREE,1.0,True
WSL2021,Hannah Hampton,Birmingham City WFC,False,PRESSURED,1.0,True
WSL2021,Hannah Hampton,Birmingham City WFC,True,FREE,1.0,True
WSL2021,Karen Bardsley,Manchester City WFC,False,FREE,1.0,True
WSL2021,Karen Bardsley,Manchester City WFC,True,FREE,1.0,True
WSL2021,Karima Benameur,Manchester City WFC,False,FREE,1.0,True
WSL2021,Karima Benameur,Manchester City WFC,False,PRESSURED,1.0,True
WSL2021,Karima Benameur,Manchester City WFC,True,FREE,1.0,True
WSL2021,Lisa Weiß,Aston Villa,False,FREE,1.0,True
WSL2021,Lisa Weiß,Aston Villa,False,PRESSURED,1.0,True
WSL2021,Lisa Weiß,Aston Villa,True,FREE,1.0,True
WSL2021,Lisa Weiß,Aston Villa W,False,FREE,1.0,True
WSL2021,Lisa Weiß,Aston Villa W,False,PRESSURED,1.0,True
WSL2021,Lisa Weiß,Aston Villa W,True,FREE,1.0,True
WSL2021,Lydia Grace Yilkari Williams,Arsenal WFC,False,FREE,1.0,True
WSL2021,Lydia Grace Yilkari Williams,Arsenal WFC,False,PRESSURED,1.0,True
WSL2021,Lydia Grace Yilkari Williams,Arsenal WFC,True,FREE,1.0,True
WSL2021,Mackenzie Arnold,West Ham United LFC,False,FREE,1.0,True
WSL2021,Mackenzie Arnold,West Ham United LFC,False,PRESSURED,1.0,True
WSL2021,Mackenzie Arnold,West Ham United LFC,True,FREE,1.0,True
WSL2021,Manuela Zinsberger,Arsenal WFC,False,FREE,1.0,True
WSL2021,Manuela Zinsberger,Arsenal WFC,False,PRESSURED,1.0,True
WSL2021,Manuela Zinsberger,Arsenal WFC,True,FREE,1.0,True
WSL2021,Mary Alexandra Earps,Manchester United,False,FREE,1.0,True
WSL2021,Mary Alexandra Earps,Manchester United,False,PRESSURED,1.0,True
WSL2021,Mary Alexandra Earps,Manchester United,True,FREE,1.0,True
WSL2021,Mary Alexandra Earps,Manchester United W,False,FREE,1.0,True
WSL2021,Mary Alexandra Earps,Manchester United W,False,PRESSURED,1.0,True
WSL2021,Mary Alexandra Earps,Manchester United W,True,FREE,1.0,True
WSL2021,Megan Walsh,Brighton & Hove Albion WFC,False,FREE,1.0,True
WSL2021,Megan Walsh,Brighton & Hove Albion WFC,False,PRESSURED,1.0,True
WSL2021,Megan Walsh,Brighton & Hove Albion WFC,True,FREE,1.0,True
WSL2021,Rebecca Leigh Spencer,Tottenham Hotspur Women,False,FREE,1.0,True
WSL2021,Rebecca Leigh Spencer,Tottenham Hotspur Women,False,PRESSURED,1.0,True
WSL2021,Rebecca Leigh Spencer,Tottenham Hotspur Women,True,FREE,1.0,True
WSL2021,Sian Rogers,Aston Villa,False,FREE,1.0,True
WSL2021,Sian Rogers,Aston Villa,False,PRESSURED,1.0,True
WSL2021,Sian Rogers,Aston Villa,True,FREE,1.0,True
WSL2021,Sophie Baggaley,Bristol City WFC,False,FREE,1.0,True
WSL2021,Sophie Baggaley,Bristol City WFC,False,PRESSURED,1.0,True
WSL2021,Sophie Baggaley,Bristol City WFC,True,FREE,1.0,True
WSL2021,Tinja-Riikka Tellervo Korpela,Everton LFC,False,FREE,1.0,True
WSL2021,Tinja-Riikka Tellervo Korpela,Everton LFC,False,PRESSURED,1.0,True
WSL2021,Tinja-Riikka Tellervo Korpela,Everton LFC,True,FREE,1.0,True
WSL2021,Zecira Musovic,Chelsea FCW,False,FREE,1.0,True
WSL2021,Zecira Musovic,Chelsea FCW,False,PRESSURED,1.0,True
WSL2021,Zecira Musovic,Chelsea FCW,True,FREE,1.0,True
